loai,thanh_phan,trang_thai,meaning_en,meaning_vi,bien_the,ghi_chu
Word,commissionaire,Đã có trong MorphLink,a uniformed doorman,"co-(cùng nhau, chung) + miss(nhớ, bỏ lỡ) + -ion(hành động, quá trình, trạng thái (danh từ)) + -aire(người có (danh từ, VD millionaire))",không có biến thể đáng kể,pos=noun; structure=co-[miss]-ion-aire
Word,commissioner,Đã có trong MorphLink,a member of a commission (= an official group of people who are responsible for controlling something or finding out about something),"co-(cùng nhau, chung) + miss(nhớ, bỏ lỡ) + -ion(hành động, quá trình, trạng thái (danh từ)) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=co-[miss]-ion-er
Word,commitment,Đã có trong MorphLink,a promise to do something or to behave in a particular way; a promise to support somebody/something; the fact of committing yourself,"commit(cam kết, phạm tội) + -ment(kết quả/hành động/trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[commit]-ment
Word,committal,Đã có trong MorphLink,the act of committing a crime,"commit(cam kết, phạm tội) + -al(thuộc về (tính từ); hành động (danh từ))",không có biến thể đáng kể,pos=noun; structure=[commit]-al
Word,commoner,Đã có trong MorphLink,a person who holds no title,"common(phổ biến, chung) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=[common]-er
Word,commonest,Đã có trong MorphLink,common(happening often; existing in large numbers or in many places) + -est(superlative),"common(phổ biến, chung) + -est(so sánh nhất)",không có biến thể đáng kể,pos=adjective; structure=[common]-est
Word,commonly,Đã có trong MorphLink,usually; very often; by most people,"common(phổ biến, chung) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=[common]-ly
Word,commonness,Đã có trong MorphLink,sharing of common attributes,"common(phổ biến, chung) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[common]-ness
Word,commonplace,Đã có trong MorphLink,not challenging,"common+place(phổ biến, chung + địa điểm)",không có biến thể đáng kể,pos=adjective; structure=[common+place]
Word,commonwealth,Đã có trong MorphLink,a politically organized body of people under a single government,"common+wealth(phổ biến, chung + sự giàu có)",không có biến thể đáng kể,pos=noun; structure=[common+wealth]
Word,commotion,Đã có trong MorphLink,the act of making a noisy disturbance,"co-(cùng nhau, chung) + motion(chuyển động)",không có biến thể đáng kể,pos=noun; structure=co-[motion]
Word,comparable,Đã có trong MorphLink,similar to somebody/something else and able to be compared,compare(so sánh) + -able(có thể được (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[compare]-able
Word,comparably,Đã có trong MorphLink,in a comparable manner or to a comparable degree,compare(so sánh) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ),không có biến thể đáng kể,pos=adverb; structure=[compare]-able-y
Word,comparative,Đã có trong MorphLink,measured or judged by how similar or different it is to something else,"compare(so sánh) + -ive(có xu hướng, có tính chất (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[compare]-ive
Word,comparatively,Đã có trong MorphLink,in a relative manner,"compare(so sánh) + -ive(có xu hướng, có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=[compare]-ive-ly
Word,comparison,Đã có trong MorphLink,the process of comparing two or more people or things,compare(so sánh) + -ison(ison),không có biến thể đáng kể,pos=noun; structure=[compare]-ison
Word,compassionate,Đã có trong MorphLink,showing or having compassion,compassion(lòng trắc ẩn) + -ate(làm cho/trở thành (động từ); có (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[compassion]-ate
Word,compassionately,Đã có trong MorphLink,in a compassionate manner,compassion(lòng trắc ẩn) + -ate(làm cho/trở thành (động từ); có (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[compassion]-ate-ly
Word,compellingly,Đã có trong MorphLink,compel(to force somebody to do something; to make something necessary) + -ly(adverb of manner / adjective (like)),compel(ép buộc) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[compel]-ly
Word,compensation,Đã có trong MorphLink,"something, especially money, that somebody gives you because they have hurt you, or damaged something that you own; the act of giving this to somebody","compensate(bồi thường) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[compensate]-ion
Word,compensatory,Đã có trong MorphLink,Serving for compensation; making amends. Jer. Taylor.,"compensate(bồi thường) + -ory(thuộc về, nơi chốn (tính từ/danh từ))",không có biến thể đáng kể,pos=adjective; structure=[compensate]-ory
Word,competence,Đã có trong MorphLink,the ability to do something well,"compete(cạnh tranh) + -ance(trạng thái, tính chất, hành động (danh từ))",không có biến thể đáng kể,pos=noun; structure=[compete]-ance
Word,competency,Đã có trong MorphLink,the quality of being adequately or well qualified physically and intellectually,"compete(cạnh tranh) + -ance(trạng thái, tính chất, hành động (danh từ)) + -y(có tính chất; danh từ/tính từ)",không có biến thể đáng kể,pos=noun; structure=[compete]-ance-y
Word,competent,Đã có trong MorphLink,having enough skill or knowledge to do something well or to the necessary standard,compete(cạnh tranh) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)),không có biến thể đáng kể,pos=adjective; structure=[compete]-ant
Word,competently,Đã có trong MorphLink,with competence,compete(cạnh tranh) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[compete]-ant-ly
Word,competition,Đã có trong MorphLink,an event in which people compete with each other to find out who is the best at something,"compete(cạnh tranh) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[compete]-ion
Word,competitive,Đã có trong MorphLink,used to describe a situation in which people or organizations compete against each other,"compete(cạnh tranh) + -ive(có xu hướng, có tính chất (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[compete]-ive
Word,competitively,Đã có trong MorphLink,in competition,"compete(cạnh tranh) + -ive(có xu hướng, có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=[compete]-ive-ly
Word,competitiveness,Đã có trong MorphLink,an aggressive willingness to compete,"compete(cạnh tranh) + -ive(có xu hướng, có tính chất (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[compete]-ive-ness
Word,competitor,Đã có trong MorphLink,a person who takes part in a competition,compete(cạnh tranh) + -or(người/vật thực hiện (danh từ)),không có biến thể đáng kể,pos=noun; structure=[compete]-or
Word,compilation,Đã có trong MorphLink,the act of compiling (as into a single book or file or list),"compile(biên soạn) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[compile]-ion
Word,compiler,Đã có trong MorphLink,(computer science) a program that decodes instructions written in a higher order language and produces an assembly language program,compile(biên soạn) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[compile]-er
Word,complainant,Đã có trong MorphLink,a person who brings an action in a court of law,complain(phàn nàn) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)),không có biến thể đáng kể,pos=noun; structure=[complain]-ant
Word,complainer,Đã có trong MorphLink,a person given to excessive complaints and crying and whining,complain(phàn nàn) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[complain]-er
Word,complainingly,Đã có trong MorphLink,with complaints,complain(phàn nàn) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[complain]-ly
Word,completely,Đã có trong MorphLink,in every way possible; in every part,complete(hoàn thành) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[complete]-ly
Word,completeness,Đã có trong MorphLink,(logic) an attribute of a logical system that is so constituted that a contradiction arises if any proposition is introduced that cannot be derived from the axioms of the system,"complete(hoàn thành) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[complete]-ness
Word,completion,Đã có trong MorphLink,the act or process of finishing something; the state of being finished and complete,"complete(hoàn thành) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[complete]-ion
Word,compliance,Đã có trong MorphLink,the practice of obeying rules or requests made by people in authority,"comply(tuân thủ) + -ance(trạng thái, tính chất, hành động (danh từ))",không có biến thể đáng kể,pos=noun; structure=[comply]-ance
Word,compliantly,Đã có trong MorphLink,In a compliant manner.,comply(tuân thủ) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[comply]-ant-ly
Word,complicatedness,Đã có trong MorphLink,puzzling complexity,"complicate(làm phức tạp) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[complicate]-ness
