word_nguyen_mau,frequency,cac_dang_gap,example_files
ensure,44,ensured; ensures; ensuring,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 259 - Free Downloads Harvest.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 288 - City Building Design Control.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 316 - School Curriculum Construction.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 367 - Poverty Aid Medicine.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 375 - Promotion Seniority Starting Eleven.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 413 - Job Satisfaction Security Vessel.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 415 - Road Safety Security Panel.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 436 - Fixed Punishments Prescription.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 830 - Eco Resort Management Practices.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 967 - Accidental Scientists.md
extinct,44,,🎯 IELTS/📖 Reading/📝 Simplified passages/! 00 📌 📝 Index - Simplified passages.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 674 - The Last March of the Emperor Penguins.md; 📖 Reading/📘 VB2/📝 02 - Mother nature.md
interaction,44,interactions,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 456 - Perfect Society Loom.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 859 - Insects and Inspired Artificial Robots.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 860 - Extinction of Aussie Animals.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 861 - Amateur Naturalists.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 979 - The Bridge That Swayed.md; 📖 Reading/📗 NNA/📝 05 - The Travel Business.md
nevertheless,44,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 727 - Texting the Television.md; 📖 Reading/📖 05 - Arguments and counterarguments.md; 📖 Reading/📗 NNA/📝 06 - Information Design.md
relevant,44,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 727 - Texting the Television.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 831 - Theory or Practice.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 859 - Insects and Inspired Artificial Robots.md
substitute,44,substituted; substitutes; substituting,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 265 - Happiness Recipe.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 266 - Retirement Extra Time.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 285 - Screen Performances Postcard.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 317 - Always on Work Whistle.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 375 - Promotion Seniority Starting Eleven.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 483 - Junk Food Fishing Lure.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 493 - Travel vs Screens Window Door.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 506 - Child Development Factors Soil and Weather.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 727 - Texting the Television.md
yes,44,,🎯 IELTS/📖 Reading/📖 03 - TFNG and YNNG.md; 🎯 IELTS/📖 Reading/📖 Practice test log - IELTS Academic Reading (BHV nguồn mới).md; 📖 Reading/📘 VB2/📝 01 - The science of shopping.md
blueprint,43,blueprints,🎯 IELTS/✍️ Writing/📝 Demo essays/! 00 📌 📝 Index - Demo essays.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 316 - School Curriculum Construction.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 470 - Child Play Workshop.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 494 - Young Government House Renovation.md
category,43,categories,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 667 - The Myth of the Five Senses.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 726 - The Study of Chimpanzee Culture.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 767 - Actual Test What the Managers Really Do.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 829 - The Influence of More Choices.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 830 - Eco Resort Management Practices.md
description,43,descriptions,✍️ Writing/✍️ 10 - Problem-solution essay.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 678 - Ancient Chinese Chariots.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 979 - The Bridge That Swayed.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 980 - Musical Maladies.md; 📖 Reading/📘 VB2/📝 04 - Our changing planet.md; 📖 Reading/📘 VB2/📝 06 - Design with purpose.md
elderly,43,,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 266 - Retirement Extra Time.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 424 - Elderly Loneliness Garden.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 833 - Mrs Carlill and the Carbolic Smoke Ball.md
evaluate,43,evaluated; evaluates; evaluating,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 725 - The Concept of Childhood in Western Countries.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 767 - Actual Test What the Managers Really Do.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 829 - The Influence of More Choices.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 831 - Theory or Practice.md; 📖 Reading/📖 04 - Causes and effects.md; 📖 Reading/📖 05 - Arguments and counterarguments.md; 📖 Reading/📗 NNA/📝 05 - The Travel Business.md; 📖 Reading/📘 VB2/📝 06 - Design with purpose.md
extend,43,extended; extending; extends,"🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 259 - Free Downloads Harvest.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 309 - Processed Food Assembly Line.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 453 - Homework Help Tugboat.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 464 - Saving Money Reservoir.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 481 - Technology Crime Streetlight.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 725 - The Concept of Childhood in Western Countries.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 726 - The Study of Chimpanzee Culture.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 800 - Implication of False Belief Experiments.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 834 - Living Dunes.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 985 - Trainer the Robots Are Coming.md; 📖 Reading/📗 NNA/📝 01 - Social Relationships.md; 📖 Reading/📘 VB2/📝 05 - Making a living, making a difference.md"
gardener,43,gardeners,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 269 - Teachers Parents Roots Weather.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 328 - Gender Temperament Seed Soil.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 339 - Imported Food Walled Garden.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 354 - Student Exchange Graft.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 384 - University Workplace Greenhouse.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 424 - Elderly Loneliness Garden.md
holiday,43,holidaying; holidays,🎯 IELTS/✍️ Writing/📝 Demo essays/! 00 📌 📝 Index - Demo essays.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 342 - Extreme Tourism Frontier.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 401 - City Countryside Children Greenhouse.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 454 - Domestic Holidays Home Waters.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 829 - The Influence of More Choices.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 830 - Eco Resort Management Practices.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 861 - Amateur Naturalists.md
humanity,43,,✍️ Writing/✍️ 07 - Opinion essay.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 670 - Mass Production.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 732 - Bestcom Considerate Computing.md
party,43,parties,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 342 - Extreme Tourism Frontier.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 405 - Sports Sponsorship Pollination.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 767 - Actual Test What the Managers Really Do.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 833 - Mrs Carlill and the Carbolic Smoke Ball.md; 📖 Reading/📘 VB2/📝 10 - Emotions and personality.md
percent,43,,✍️ Writing/✍️ 04 - Introduction and conclusion.md; 📖 Reading/📖 07 - Visual information.md; 📖 Reading/📗 NNA/📝 03 - City Solutions.md
physically,43,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 726 - The Study of Chimpanzee Culture.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 801 - What Do Babies Know.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 833 - Mrs Carlill and the Carbolic Smoke Ball.md
profession,43,professions,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 328 - Gender Temperament Seed Soil.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 505 - University vs Vocational Head and Hands.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 799 - The Extinct Grass in Britain.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 831 - Theory or Practice.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 833 - Mrs Carlill and the Carbolic Smoke Ball.md
telegraph,43,telegraphed,🎯 IELTS/📖 Reading/📝 Simplified passages/! 00 📌 📝 Index - Simplified passages.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 679 - History of Telegraph in Communication.md
constantly,42,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 667 - The Myth of the Five Senses.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 732 - Bestcom Considerate Computing.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 967 - Accidental Scientists.md
demonstrate,42,demonstrated; demonstrates; demonstrating,"✍️ Writing/✍️ 01 - Paraphrasing techniques.md; ✍️ Writing/✍️ 03 - Summary.md; ✍️ Writing/✍️ 04 - Introduction and conclusion.md; ✍️ Writing/✍️ 08 - Persuasive essay.md; ✍️ Writing/✍️ 10 - Problem-solution essay.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 383 - Learning Motivation Flame.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 831 - Theory or Practice.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 859 - Insects and Inspired Artificial Robots.md; 📖 Reading/📗 NNA/📝 10 - Survival Instinct.md; 📖 Reading/📘 VB2/📝 01 - The science of shopping.md; 📖 Reading/📘 VB2/📝 05 - Making a living, making a difference.md"
dna,42,,📖 Reading/📖 03 - Sequence of events.md; 📖 Reading/📗 NNA/📝 02 - Science and Investigation.md; 📖 Reading/📘 VB2/📝 02 - Mother nature.md
expression,42,expressions,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 665 - The Mozart Effect.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 666 - Fears.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 726 - The Study of Chimpanzee Culture.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 981 - How to Spot a Liar.md; 📖 Reading/📘 VB2/📝 10 - Emotions and personality.md
inherit,42,inherited; inheriting; inherits,🎯 IELTS/✍️ Writing/📝 Demo essays/! 00 📌 📝 Index - Demo essays.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 282 - Youth Population Orchard.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 302 - Blood Sports Inherited Blade.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 320 - Oil Exploration Untouched Lands.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 328 - Gender Temperament Seed Soil.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 344 - Environmental Sacrifice Trust Fund.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 382 - Luck Effort Harvest.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 421 - Crime Seed Soil.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 422 - World Poverty Whirlpool.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 443 - Local World History Map.md
nearby,42,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 678 - Ancient Chinese Chariots.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 830 - Eco Resort Management Practices.md; 📖 Reading/📘 VB2/📝 02 - Mother nature.md
novice,42,novices,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 470 - Child Play Workshop.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/! 00 📌 📝 Index - Simplified passages.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 863 - From a Novice to an Expert.md
passenger,42,passengers,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 273 - Parenting Flight School.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 392 - Competitive Sports Flight Simulator.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 516 - Teacher vs Student Attitude Two Oars.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 676 - Roller Coaster.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 830 - Eco Resort Management Practices.md
permanently,42,,🎯 IELTS/📖 Reading/📖 Practice test log - IELTS Academic Reading (BHV nguồn mới).md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 672 - The Conquest of Malaria in Italy 1900 1962.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 985 - Trainer the Robots Are Coming.md
priority,42,priorities,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 308 - Endangered Species Library.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 338 - Reducing Need to Travel Traffic.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 339 - Imported Food Walled Garden.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 515 - Success Intelligence Single Ruler.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 725 - The Concept of Childhood in Western Countries.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 834 - Living Dunes.md
psychological,42,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 829 - The Influence of More Choices.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 980 - Musical Maladies.md; 📖 Reading/📘 VB2/📝 01 - The science of shopping.md
restrict,42,restricted; restricting; restricts,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 297 - Primary Education Only Orchard.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 306 - Women in Tech Pipeline.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 338 - Reducing Need to Travel Traffic.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 339 - Imported Food Walled Garden.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 381 - Advertising Lighthouse Harbor.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 499 - Professionals Home Country Nest Fledgling.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 667 - The Myth of the Five Senses.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 672 - The Conquest of Malaria in Italy 1900 1962.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 829 - The Influence of More Choices.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 830 - Eco Resort Management Practices.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 979 - The Bridge That Swayed.md
template,42,templates,✍️ Writing/✍️ 04 - Introduction and conclusion.md; ✍️ Writing/✍️ 06 - Comparison essay.md; ✍️ Writing/✍️ 08 - Persuasive essay.md; ✍️ Writing/✍️ 11 - Process essay.md
anxiety,41,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 665 - The Mozart Effect.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 666 - Fears.md; 📖 Reading/📘 VB2/📝 10 - Emotions and personality.md
appearance,41,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 670 - Mass Production.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 678 - Ancient Chinese Chariots.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 733 - The Olympic Torch.md
australian,41,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 673 - Inspired By Mimicking Mother Nature.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 679 - History of Telegraph in Communication.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 830 - Eco Resort Management Practices.md
boundary,41,boundaries,🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 251 - Cricket National Sports Wildfire.md; 🎯 IELTS/📖 Reading/📖 Practice test log - IELTS Academic Reading (BHV nguồn mới).md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 762 - How Deserts Are Formed.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 831 - Theory or Practice.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 860 - Extinction of Aussie Animals.md
clothe,41,clothes; clothing,"🎯 IELTS/✍️ Writing/📝 Demo essays/! 00 📌 📝 Index - Demo essays.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 349 - Celebrity Imitation Moonlight.md; 🎯 IELTS/✍️ Writing/📝 Demo essays/✍️ Demo 357 - Material Worth Currency.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 829 - The Influence of More Choices.md; 📖 Reading/📘 VB2/📝 05 - Making a living, making a difference.md"
considerable,41,,🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 667 - The Myth of the Five Senses.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 727 - Texting the Television.md; 🎯 IELTS/📖 Reading/📝 Simplified passages/📖 Passage 859 - Insects and Inspired Artificial Robots.md
