root_word,kieu_ket_hop,cong_thuc,vi_du_tu_moi,so_luong_vi_du
flow,Root + Suffix,flow + suffix,"flowingly, flown",2
flow,Prefix + Root + Suffix,prefix + flow + suffix,overflown,1
flower,Word + Word,flower + bed,"flowerbed, flowerpot",2
flower,Prefix + Root,prefix + flower,deflower,1
flower,Root + Suffix,flower + suffix,"flowerier, flowerless, flowery",3
flu,Root + Suffix,flu + suffix,"fluency, fluent, fluently",3
flu,Prefix + Root + Suffix,prefix + flu + suffix,"affluence, affluent, confluence, influence, influential, influentially, mellifluous, superfluity (+4 từ khác)",12
fluid,Root + Suffix,fluid + suffix,fluidity,1
fly,Word + Word,fly + away,"flyaway, flyblew, flybys, flycatcher, flyleaf, flyover, flypaper, flypast (+3 từ khác)",11
fly,Prefix + Root,prefix + fly,overfly,1
fly,Root + Suffix,fly + suffix,flier,1
fold,Word + Word,fold + away,foldaway,1
fold,Prefix + Root,prefix + fold,"enfold, refolded, unfold",3
fold,Root + Suffix,fold + suffix,folder,1
folk,Word + Word,folk + like,"folklike, folksongs, folktale",3
folk,Root + Suffix,folk + suffix,"folksier, folksy",2
follow,Root + Suffix,follow + suffix,"follower, followeth",2
fond,Root + Suffix,fond + suffix,"fonder, fondest, fondly, fondness",4
food,Word + Word,food + stuff,foodstuff,1
food,Prefix + Root,prefix + food,nonfood,1
food,Root + Suffix,food + suffix,foodless,1
fool,Word + Word,fool + hard,"foolhardiness, foolhardy, foolproof",3
fool,Root + Suffix,fool + suffix,"foolery, foolish, foolishly, foolishness",4
foot,Root + Word,foot + patho,footpath,1
foot,Word + Word,foot + ball,"football, footballer, footboard, footbridge, footfall, footfault, foothill, foothold (+12 từ khác)",20
foot,Prefix + Root,prefix + foot,"afoot, forefoot, underfoot",3
foot,Root + Suffix,foot + suffix,"footage, footer",2
for,Root + Suffix,for + suffix,"forties, fortieth",2
forbid,Root + Suffix,forbid + suffix,"forbidden, forbiddingly",2
force,Word + Word,force + meat,forcemeat,1
force,Prefix + Root,prefix + force,"enforce, reinforce",2
force,Root + Suffix,force + suffix,"forceful, forcefully, forcefulness, forcible, forcibly",5
force,Prefix + Root + Suffix,prefix + force + suffix,"enforceable, enforcement, enforcers, reinforcement",4
foreign,Root + Suffix,foreign + suffix,foreigner,1
forest,Prefix + Root,prefix + forest,"afforest, deforest, disafforest, disforest, reafforest, reforest",6
forest,Root + Suffix,forest + suffix,"forester, forestry",2
forest,Prefix + Root + Suffix,prefix + forest + suffix,"afforestation, deforestation, disafforestation, reafforestation, reforestation",5
forge,Root + Suffix,forge + suffix,"forger, forgery",2
forget,Root + Suffix,forget + suffix,"forgetful, forgetfully, forgetfulness, forgettable",4
forget,Prefix + Root + Suffix,prefix + forget + suffix,"unforgettable, unforgettably",2
forgive,Root + Suffix,forgive + suffix,"forgivable, forgivably, forgiven, forgiveness, forgivingly",5
forgive,Prefix + Root + Suffix,prefix + forgive + suffix,unforgivable,1
fork,Word + Word,fork + lift,forklift,1
form,Word + Word,form + book,formbook,1
form,Prefix + Root,prefix + form,"conform, deform, malformed, reform, transform, unformed, uniform",7
form,Root + Suffix,form + suffix,"formability, formation, formative, formatively, formless, formlessly, formlessness",7
form,Prefix + Root + Suffix,prefix + form + suffix,"conformable, conformably, conformance, conformation, conformational, conformist, conformity, deformation (+15 từ khác)",23
formal,Prefix + Root,prefix + formal,informal,1
formal,Root + Suffix,formal + suffix,"formalism, formalist, formality, formalization, formalize, formally",6
formal,Prefix + Root + Suffix,prefix + formal + suffix,"informality, informally",2
former,Root + Suffix,former + suffix,formerly,1
forth,Word + Word,forth + come,"forthcoming, forthright, forthrightly, forthrightness",4
fortune,Prefix + Root,prefix + fortune,misfortune,1
fortune,Root + Suffix,fortune + suffix,"fortunate, fortunately",2
fortune,Prefix + Root + Suffix,prefix + fortune + suffix,"unfortunate, unfortunately",2
forward,Root + Suffix,forward + suffix,"forwardly, forwardness",2
fossil,Prefix + Root,prefix + fossil,microfossils,1
fossil,Root + Suffix,fossil + suffix,"fossilization, fossilize",2
found,Prefix + Root,prefix + found,"confound, unfounded",2
found,Root + Suffix,found + suffix,"foundation, founder, foundling",3
found,Prefix + Root + Suffix,prefix + found + suffix,confoundedly,1
four,Word + Word,four + square,"foursquare, fourteenths",2
four,Root + Suffix,four + suffix,"fourfold, foursome, fourteen, fourteenth, fourth, fourthly",6
fragile,Root + Suffix,fragile + suffix,fragility,1
fragment,Root + Suffix,fragment + suffix,"fragmental, fragmentarily, fragmentary, fragmentation",4
frame,Word + Word,frame + work,framework,1
frame,Root + Suffix,frame + suffix,framer,1
franchise,Prefix + Root,prefix + franchise,"disenfranchise, disfranchise, enfranchise",3
franchise,Root + Suffix,franchise + suffix,franchisement,1
franchise,Prefix + Root + Suffix,prefix + franchise + suffix,"disenfranchisement, disfranchisement, enfranchisement",3
fraud,Prefix + Root,prefix + fraud,defraud,1
fraud,Root + Suffix,fraud + suffix,"fraudulence, fraudulent, fraudulently",3
free,Word + Word,free + boot,"freebooter, freeborn, freehand, freehold, freeholder, freeload, freeloader, freestanding (+7 từ khác)",15
free,Root + Suffix,free + suffix,"freebie, freedom, freely, freer, freest",5
freeze,Prefix + Root,prefix + freeze,antifreeze,1
freeze,Root + Suffix,freeze + suffix,freezer,1
frequent,Prefix + Root,prefix + frequent,"infrequent, unfrequented",2
frequent,Root + Suffix,frequent + suffix,frequently,1
frequent,Prefix + Root + Suffix,prefix + frequent + suffix,infrequently,1
fresh,Word + Word,fresh + man,"freshman, freshwater",2
fresh,Prefix + Root,prefix + fresh,refresh,1
fresh,Root + Suffix,fresh + suffix,"freshen, fresher, freshest, freshly, freshness",5
fresh,Prefix + Root + Suffix,prefix + fresh + suffix,"refresher, refreshingly, refreshment",3
friend,Prefix + Root,prefix + friend,befriend,1
friend,Root + Suffix,friend + suffix,"friendless, friendlessness, friendlier, friendliest, friendlily, friendliness, friendly, friendship",8
friend,Prefix + Root + Suffix,prefix + friend + suffix,unfriendly,1
frog,Word + Word,frog + man,"frogman, frogmarch",2
frog,Root + Suffix,frog + suffix,froggy,1
front,Word + Word,front + man,frontiersman,1
front,Prefix + Root,prefix + front,"affront, confront, forefront",3
front,Root + Suffix,front + suffix,"frontage, frontal, frontally, frontier",4
front,Prefix + Root + Suffix,prefix + front + suffix,confrontation,1
fruit,Word + Word,fruit + cake,fruitcake,1
fruit,Root + Suffix,fruit + suffix,"fructify, fruiterer, fruitful, fruitfully, fruitfulness, fruitier, fruitiest, fruition (+4 từ khác)",12
fruit,Prefix + Root + Suffix,prefix + fruit + suffix,unfruitful,1
frustrate,Root + Suffix,frustrate + suffix,frustration,1
fry,Root + Suffix,fry + suffix,fryer,1
fuel,Prefix + Root,prefix + fuel,refuel,1
fulfil,Root + Suffix,fulfil + suffix,fulfilment,1
full,Word + Word,full + back,fullback,1
full,Root + Suffix,full + suffix,"fuller, fullest, fullness, fully, fulsomely, fulsomeness",6
fun,Word + Word,fun + fair,funfair,1
fun,Root + Suffix,fun + suffix,"funnier, funniest, funnily, funniness, funny",5
function,Prefix + Root,prefix + function,malfunction,1
function,Root + Suffix,function + suffix,"functional, functionalism, functionalist, functionally, functionary",5
fund,Prefix + Root,prefix + fund,refund,1
fur,Root + Suffix,fur + suffix,"furrier, furriers, furriest, furry",4
further,Word + Word,further + more,"furthermore, furthermost",2
further,Root + Suffix,further + suffix,furtherance,1
future,Root + Suffix,future + suffix,"futureless, futurism, futurist, futuristic, futuristically, futurity",6
gain,Word + Word,gain + say,gainsay,1
gain,Prefix + Root,prefix + gain,regain,1
gain,Root + Suffix,gain + suffix,"gainer, gainful, gainfully",3
gain,Prefix + Root + Suffix,prefix + gain + suffix,"ungainliness, ungainly",2
gallon,Root + Suffix,gallon + suffix,gallonage,1
gamble,Root + Suffix,gamble + suffix,gambler,1
game,Word + Word,game + keep,"gamekeeper, gamesmanship",2
game,Root + Suffix,game + suffix,gamely,1
gang,Word + Word,gang + land,"gangland, gangway",2
gang,Root + Suffix,gang + suffix,gangster,1
garden,Root + Suffix,garden + suffix,gardener,1
gas,Word + Word,gas + light,"gaslight, gasman, gasmask, gasworks",4
gas,Root + Suffix,gas + suffix,"gaseous, gasification, gasify, gasser, gassier, gassiest, gassiness, gassy",8
gate,Word + Word,gate + crash,"gatecrash, gatecrasher, gatehouse, gatekeeper, gatepost, gateway",6
gather,Prefix + Root,prefix + gather,"forgather, ingathering",2
gay,Root + Suffix,gay + suffix,"gaiety, gaily, gayer, gayest, gayness",5
gaze,Root + Suffix,gaze + suffix,gazer,1
gear,Word + Word,gear + box,gearbox,1
gen,Word + Word,gen + log,"genealogical, genealogically, genealogist, genealogy",4
gen,Prefix + Root,prefix + gen,antigen,1
gen,Root + Suffix,gen + suffix,"genesis, genetic, genetically, geneticist, genetics",5
gen,Prefix + Root + Suffix,prefix + gen + suffix,"epigenetic, eugenic, eugenically, eugenics",4
gender,Prefix + Root,prefix + gender,engender,1
generous,Prefix + Root,prefix + generous,"overgenerous, ungenerous",2
generous,Root + Suffix,generous + suffix,"generosity, generously",2
generous,Prefix + Root + Suffix,prefix + generous + suffix,ungenerously,1
gentle,Word + Word,gentle + folk,"gentlefolk, gentleman, gentlemanly, gentlewoman",4
gentle,Root + Suffix,gentle + suffix,"gentility, gentleness, gentler, gentlest, gently",5
genuine,Root + Suffix,genuine + suffix,"genuinely, genuineness",2
get,Word + Word,get + away,"getaway, getup",2
get,Prefix + Root,prefix + get,beget,1
get,Prefix + Root + Suffix,prefix + get + suffix,begetter,1
ghost,Word + Word,ghost + like,ghostlike,1
ghost,Root + Suffix,ghost + suffix,"ghostliness, ghostly",2
giant,Root + Suffix,giant + suffix,giantess,1
girl,Word + Word,girl + friend,girlfriend,1
girl,Root + Suffix,girl + suffix,"girlhood, girlie, girlish, girlishly, girlishness",5
give,Word + Word,give + away,giveaway,1
give,Prefix + Root,prefix + give,misgive,1
give,Root + Suffix,give + suffix,"given, giver, giveth",3
glad,Root + Suffix,glad + suffix,"gladden, gladder, gladdest, gladly, gladness",5
glance,Root + Suffix,glance + suffix,glancingly,1
glass,Word + Word,glass + blow,"glassblower, glasshouse, glassworks",3
glass,Root + Suffix,glass + suffix,"glassful, glassier, glassiest, glassless, glassy",5
globe,Root + Suffix,globe + suffix,"global, globally, globular, globule, globulin",5
glory,Root + Suffix,glory + suffix,"glorification, glorify, glorious, gloriously",4
glory,Prefix + Root + Suffix,prefix + glory + suffix,"inglorious, ingloriously",2
go,Word + Word,go + down,godowns,1
go,Prefix + Root,prefix + go,"forgo, ingoing, ongoing, outgoing, undergo",5
go,Root + Suffix,go + suffix,goer,1
goal,Word + Word,goal + keep,"goalkeeper, goalmouth, goalpost",3
goal,Root + Suffix,goal + suffix,goalie,1
god,Root + Word,god + sono,godson,1
god,Word + Word,god + child,"godchild, goddaughter, godfather, godfearing, godforsaken, godhead, godlike, godmother (+3 từ khác)",11
god,Prefix + Root,prefix + god,demigod,1
god,Root + Suffix,god + suffix,"goddess, godless, godlessly, godlessness, godlier, godliest, godliness, godly",8
god,Prefix + Root + Suffix,prefix + god + suffix,"demigoddess, ungodly",2
gold,Word + Word,gold + fish,"goldfish, goldmine, goldwater",3
gold,Root + Suffix,gold + suffix,golden,1
golf,Root + Suffix,golf + suffix,golfer,1
good,Word + Word,good + bye,"goodbye, goodman, goodnight, goodwill, goodwin",5
good,Root + Suffix,good + suffix,"goodish, goodlier, goodliest, goodly, goodness, goody",6
gorgeous,Root + Suffix,gorgeous + suffix,"gorgeously, gorgeousness",2
govern,Prefix + Root,prefix + govern,"misgovern, ungoverned",2
govern,Root + Suffix,govern + suffix,"governable, governance, governess, government, governmental, governor, governorship",7
govern,Prefix + Root + Suffix,prefix + govern + suffix,"intergovernmental, misgovernment, ungovernable",3
grab,Root + Suffix,grab + suffix,grabber,1
grace,Prefix + Root,prefix + grace,disgrace,1
grace,Root + Suffix,grace + suffix,"graceful, gracefully, graceless, gracelessly, gracelessness, gracious, graciously, graciousness",8
grace,Prefix + Root + Suffix,prefix + grace + suffix,"disgraceful, disgracefully, ungracious, ungraciously",4
grade,Prefix + Root,prefix + grade,"centigrade, downgrade, retrograde, upgrade",4
grade,Root + Suffix,grade + suffix,"gradation, gradations, grader",3
grade,Prefix + Root + Suffix,prefix + grade + suffix,retrogradations,1
graduate,Prefix + Root,prefix + graduate,"postgraduate, undergraduate",2
graduate,Root + Suffix,graduate + suffix,graduation,1
grain,Prefix + Root,prefix + grain,ingrain,1
grand,Root + Word,grand + sono,grandson,1
grand,Word + Word,grand + aunt,"grandaunt, grandchild, granddaughter, grandfather, grandmother, grandparent, grandstand, granduncle",8
grand,Root + Suffix,grand + suffix,"grander, grandest, grandiose, grandly, grandness",5
grand,Prefix + Root + Suffix,prefix + grand + suffix,"aggrandize, aggrandizement",2
grasp,Root + Suffix,grasp + suffix,graspingly,1
grass,Word + Word,grass + fire,"grassfire, grassland, grassroots",3
grass,Root + Suffix,grass + suffix,"grassers, grassier, grassiest, grassy",4
grave,Word + Word,grave + stone,"gravestone, graveyard",2
grave,Prefix + Root,prefix + grave,engrave,1
grave,Root + Suffix,grave + suffix,"gravely, graven, graver, gravest",4
grave,Prefix + Root + Suffix,prefix + grave + suffix,engraver,1
great,Word + Word,great + coat,greatcoat,1
great,Root + Suffix,great + suffix,"greater, greatest, greatly, greatness",4
green,Word + Word,green + back,"greenback, greenfly, greenhorn, greenhouse",4
green,Root + Suffix,green + suffix,"greener, greenery, greenest, greenish, greenishness, greenly, greenness",7
grey,Root + Suffix,grey + suffix,"greyer, greyest, greyish, greyness",4
grid,Word + Word,grid + iron,gridiron,1
grind,Word + Word,grind + lay,"grindlay, grindstone",2
grind,Root + Suffix,grind + suffix,grinder,1
grip,Root + Suffix,grip + suffix,grippingly,1
gross,Prefix + Root,prefix + gross,"engross, subgross",2
gross,Root + Suffix,gross + suffix,"grosser, grossest, grossly, grossness",4
gross,Prefix + Root + Suffix,prefix + gross + suffix,engrossingly,1
ground,Word + Word,ground + man,"groundnut, groundsheet, groundsman, groundwork",4
ground,Prefix + Root,prefix + ground,"foreground, reground, underground",3
ground,Root + Suffix,ground + suffix,"grounder, groundless, groundlessly, groundlessness",4
group,Prefix + Root,prefix + group,"intergroup, regroup, subgroups",3
group,Root + Suffix,group + suffix,groupie,1
grow,Word + Word,grow + up,grownups,1
grow,Prefix + Root,prefix + grow,"ingrowing, outgrow",2
grow,Root + Suffix,grow + suffix,"grower, grown, growth",3
grow,Prefix + Root + Suffix,prefix + grow + suffix,"ingrown, outgrown, outgrowth, overgrown, overgrowth, undergrowth",6
guard,Word + Word,guard + house,"guardhouse, guardrail, guardroom, guardsman",4
guard,Prefix + Root,prefix + guard,unguarded,1
guard,Root + Suffix,guard + suffix,"guardedly, guardedness, guardian, guardianship",4
guess,Word + Word,guess + work,guesswork,1
guest,Word + Word,guest + house,"guesthouse, guestroom",2
guide,Word + Word,guide + book,"guidebook, guidelines, guideposts",3
guide,Prefix + Root,prefix + guide,"misguide, unguided",2
guide,Root + Suffix,guide + suffix,guidance,1
guide,Prefix + Root + Suffix,prefix + guide + suffix,misguidedly,1
guilt,Root + Suffix,guilt + suffix,"guiltier, guiltiest, guiltily, guiltiness, guiltless, guiltlessly, guiltlessness, guilty",8
guitar,Root + Suffix,guitar + suffix,guitarist,1
gun,Word + Word,gun + boat,"gunboat, gundog, gunfighter, gunfights, gunfire, gunman, gunmetal, gunplay (+6 từ khác)",14
gun,Root + Suffix,gun + suffix,"gunner, gunnery",2
gut,Root + Suffix,gut + suffix,"gutless, gutlessness, gutsier, gutsiest, gutsy",5
