word,trang_thai,cong_thuc_hoac_nguon,meaning_en,meaning_vi
euphonium,Đã có trong MorphLink,co san trong du lieu goc,a bass horn (brass wind instrument) that is the tenor of the tuba family,"eu-(tốt, đẹp (Hy Lạp)) + phon(âm thanh (gốc từ)) + -ium(nguyên tố hóa học / nơi chốn (danh từ, Latin))"
euphony,Đã có trong MorphLink,co san trong du lieu goc,any agreeable (pleasing and harmonious) sounds,"eu-(tốt, đẹp (Hy Lạp)) + phon(âm thanh (gốc từ)) + -y(có tính chất; danh từ/tính từ)"
evaluate,Đã có trong MorphLink,co san trong du lieu goc,"to form an opinion of the amount, value or quality of something after thinking about it carefully",e-(ra khỏi (biến thể của ex-)) + value(giá trị) + -ate(làm cho/trở thành (động từ); có (tính từ))
evaluation,Đã có trong MorphLink,co san trong du lieu goc,"the act of forming an opinion of the amount, value or quality of something after thinking about it carefully","e-(ra khỏi (biến thể của ex-)) + value(giá trị) + -ate(làm cho/trở thành (động từ); có (tính từ)) + -ion(hành động, quá trình, trạng thái (danh từ))"
evaluative,Đã có trong MorphLink,co san trong du lieu goc,exercising or involving careful evaluations,"e-(ra khỏi (biến thể của ex-)) + value(giá trị) + -ate(làm cho/trở thành (động từ); có (tính từ)) + -ive(có xu hướng, có tính chất (tính từ))"
evenly,Đã có trong MorphLink,co san trong du lieu goc,in a level and regular way,"even(thậm chí, đều) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
evenness,Đã có trong MorphLink,co san trong du lieu goc,the quality of being balanced,"even(thậm chí, đều) + -ness(trạng thái, tính chất (danh từ))"
evensong,Đã có trong MorphLink,co san trong du lieu goc,a daily evening service with prayers prescribed in the Book of Common Prayer of the Anglican Church,"even+song(thậm chí, đều + bài hát)"
eventful,Đã có trong MorphLink,co san trong du lieu goc,full of events or incidents,"event(sự kiện) + -ful(đầy, có nhiều (tính từ))"
eventfully,Đã có trong MorphLink,co san trong du lieu goc,"event(a thing that happens, especially something important) + -ful(full of (adjective)) + -ly(adverb of manner / adjective (like))","event(sự kiện) + -ful(đầy, có nhiều (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
eventual,Đã có trong MorphLink,co san trong du lieu goc,expected to follow in the indefinite future from causes already operating,event(sự kiện) + -al(thuộc về (tính từ); hành động (danh từ))
eventuality,Đã có trong MorphLink,co san trong du lieu goc,a possible event or occurrence or result,"event(sự kiện) + -al(thuộc về (tính từ); hành động (danh từ)) + -ity(trạng thái, tính chất (danh từ))"
eventuate,Đã có trong MorphLink,co san trong du lieu goc,come out in the end,event(sự kiện) + -ate(làm cho/trở thành (động từ); có (tính từ))
evergreen,Đã có trong MorphLink,co san trong du lieu goc,(of plants and shrubs) bearing foliage throughout the year,"ever+green(từng, mãi mãi + màu xanh lá)"
everlasting,Đã có trong MorphLink,co san trong du lieu goc,without qualification,"ever+last(từng, mãi mãi + cuối cùng, kéo dài)"
everlastingly,Đã có trong MorphLink,co san trong du lieu goc,for a limitless time,"ever+last(từng, mãi mãi + cuối cùng, kéo dài) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
evermore,Đã có trong MorphLink,co san trong du lieu goc,for a limitless time,"ever+more(từng, mãi mãi + nhiều hơn)"
everybody,Đã có trong MorphLink,co san trong du lieu goc,every person; all people,every+body(mỗi + cơ thể)
everyday,Đã có trong MorphLink,co san trong du lieu goc,used or happening every day or regularly; ordinary,every+day(mỗi + ngày)
everyone,Đã có trong MorphLink,co san trong du lieu goc,every person; all people,every+one(mỗi + một)
everything,Đã có trong MorphLink,co san trong du lieu goc,all things,"every+thing(mỗi + vật, thứ)"
everywhere,Đã có trong MorphLink,co san trong du lieu goc,"in, to or at every place; all places",every+where(mỗi + ở đâu)
evidential,Đã có trong MorphLink,co san trong du lieu goc,serving as or based on evidence,evidence(bằng chứng) + -al(thuộc về (tính từ); hành động (danh từ))
evidently,Đã có trong MorphLink,co san trong du lieu goc,unmistakably (`plain' is often used informally for `plainly'),evident(rõ ràng) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
evildoer,Đã có trong MorphLink,co san trong du lieu goc,a person who sins without repenting,evil+do(tà ác + làm) + -er(người làm việc gì; so sánh hơn)
evilly,Đã có trong MorphLink,co san trong du lieu goc,in a wicked evil manner,evil(tà ác) + -y(có tính chất; danh từ/tính từ)
evocation,Đã có trong MorphLink,co san trong du lieu goc,imaginative re-creation,"evoke(gợi lên) + -ion(hành động, quá trình, trạng thái (danh từ))"
evocative,Đã có trong MorphLink,co san trong du lieu goc,serving to bring to mind,"evoke(gợi lên) + -ate(làm cho/trở thành (động từ); có (tính từ)) + -ive(có xu hướng, có tính chất (tính từ))"
exaction,Đã có trong MorphLink,co san trong du lieu goc,act of demanding or levying by force or authority,"exact(chính xác) + -ion(hành động, quá trình, trạng thái (danh từ))"
exactitude,Đã có trong MorphLink,co san trong du lieu goc,the quality of being exact,"exact(chính xác) + -itude(trạng thái, tính chất (danh từ))"
exactly,Đã có trong MorphLink,co san trong du lieu goc,used to emphasize that something is correct in every way or in every detail,exact(chính xác) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
exactness,Đã có trong MorphLink,co san trong du lieu goc,the quality of being exact,"exact(chính xác) + -ness(trạng thái, tính chất (danh từ))"
exaggeratedly,Đã có trong MorphLink,co san trong du lieu goc,in an exaggerated manner,exaggerate(phóng đại) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
exaggeration,Đã có trong MorphLink,co san trong du lieu goc,the act of making something more noticeable than usual,"exaggerate(phóng đại) + -ion(hành động, quá trình, trạng thái (danh từ))"
examination,Đã có trong MorphLink,co san trong du lieu goc,"a formal written, spoken or practical test, especially at school or college, to see how much you know about a subject, or what you can do","examine(kiểm tra, xem xét) + -ion(hành động, quá trình, trạng thái (danh từ))"
examiner,Đã có trong MorphLink,co san trong du lieu goc,an investigator who observes carefully,"examine(kiểm tra, xem xét) + -er(người làm việc gì; so sánh hơn)"
exceedingly,Đã có trong MorphLink,co san trong du lieu goc,to an extreme degree,exceed(vượt quá) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
exchange,Đã có trong MorphLink,co san trong du lieu goc,an act of giving something to somebody or doing something for somebody and receiving something in return,"ex-(ra khỏi, cựu, nguyên) + change(thay đổi)"
exchangeable,Đã có trong MorphLink,co san trong du lieu goc,capable of being exchanged for or replaced by something of equal value,"ex-(ra khỏi, cựu, nguyên) + change(thay đổi) + -able(có thể được (tính từ))"
excitability,Đã có trong MorphLink,co san trong du lieu goc,being easily excited,"excite(kích thích, hào hứng) + -able(có thể được (tính từ)) + -ity(trạng thái, tính chất (danh từ))"
excitable,Đã có trong MorphLink,co san trong du lieu goc,easily excited,"excite(kích thích, hào hứng) + -able(có thể được (tính từ))"
excitatory,Đã có trong MorphLink,co san trong du lieu goc,(of drugs e.g.) able to excite or stimulate,"excite(kích thích, hào hứng) + -ory(thuộc về, nơi chốn (tính từ/danh từ))"
excitedly,Đã có trong MorphLink,co san trong du lieu goc,with excitement,"excite(kích thích, hào hứng) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
excitement,Đã có trong MorphLink,co san trong du lieu goc,the state of feeling or showing happiness and enthusiasm,"excite(kích thích, hào hứng) + -ment(kết quả/hành động/trạng thái (danh từ))"
exclaim,Đã có trong MorphLink,co san trong du lieu goc,utter aloud,"ex-(ra khỏi, cựu, nguyên) + claim(yêu cầu, tuyên bố)"
exclamation,Đã có trong MorphLink,co san trong du lieu goc,an exclamatory rhetorical device,"ex-(ra khỏi, cựu, nguyên) + claim(yêu cầu, tuyên bố) + -ion(hành động, quá trình, trạng thái (danh từ))"
exclamatory,Đã có trong MorphLink,co san trong du lieu goc,sudden and strong,"ex-(ra khỏi, cựu, nguyên) + claim(yêu cầu, tuyên bố) + -ory(thuộc về, nơi chốn (tính từ/danh từ))"
excusable,Đã có trong MorphLink,co san trong du lieu goc,easily excused or forgiven,"excuse(lời xin lỗi, biện hộ) + -able(có thể được (tính từ))"
excusably,Đã có trong MorphLink,co san trong du lieu goc,in an excusable manner or to an excusable degree,"excuse(lời xin lỗi, biện hộ) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ)"
execution,Đã có trong MorphLink,co san trong du lieu goc,"the act of killing somebody, especially as a legal punishment","execute(thực thi) + -ion(hành động, quá trình, trạng thái (danh từ))"
executioner,Đã có trong MorphLink,co san trong du lieu goc,an official who inflicts capital punishment in pursuit of a warrant,"execute(thực thi) + -ion(hành động, quá trình, trạng thái (danh từ)) + -er(người làm việc gì; so sánh hơn)"
executive,Đã có trong MorphLink,co san trong du lieu goc,"connected with managing a business or an organization, and with making plans and decisions","execute(thực thi) + -ive(có xu hướng, có tính chất (tính từ))"
executor,Đã có trong MorphLink,co san trong du lieu goc,a person appointed by a testator to carry out the terms of the will,execute(thực thi) + -or(người/vật thực hiện (danh từ))
exemplar,Đã có trong MorphLink,co san trong du lieu goc,something to be imitated,example(ví dụ) + -ar(thuộc về (tính từ); người (danh từ))
exemplary,Đã có trong MorphLink,co san trong du lieu goc,serving to warn,example(ví dụ) + -ar(thuộc về (tính từ); người (danh từ)) + -y(có tính chất; danh từ/tính từ)
exemplification,Đã có trong MorphLink,co san trong du lieu goc,a representational or typifying form or model,"example(ví dụ) + -ify(làm cho, khiến trở thành (động từ)) + -ion(hành động, quá trình, trạng thái (danh từ))"
exemplify,Đã có trong MorphLink,co san trong du lieu goc,clarify by giving an example of,"example(ví dụ) + -ify(làm cho, khiến trở thành (động từ))"
exertion,Đã có trong MorphLink,co san trong du lieu goc,use of physical or mental energy,"exert(nỗ lực, gây áp lực) + -ion(hành động, quá trình, trạng thái (danh từ))"
exhusband,Đã có trong MorphLink,co san trong du lieu goc,"ex-(out of, former) + husband(the man that somebody is married to; a married man)","ex-(ra khỏi, cựu, nguyên) + husband(chồng)"
existence,Đã có trong MorphLink,co san trong du lieu goc,the state or fact of being real or living or of being present,"exist(tồn tại) + -ance(trạng thái, tính chất, hành động (danh từ))"
existent,Đã có trong MorphLink,co san trong du lieu goc,presently existing in fact and not merely potential or possible,exist(tồn tại) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ))
existential,Đã có trong MorphLink,co san trong du lieu goc,derived from experience or the experience of existence,"exist(tồn tại) + -ance(trạng thái, tính chất, hành động (danh từ)) + -al(thuộc về (tính từ); hành động (danh từ))"
existentialism,Đã có trong MorphLink,co san trong du lieu goc,a 20th-century philosophical movement chiefly in Europe,"exist(tồn tại) + -ance(trạng thái, tính chất, hành động (danh từ)) + -al(thuộc về (tính từ); hành động (danh từ)) + -ism(niềm tin, học thuyết, tình trạng (danh từ))"
existentialist,Đã có trong MorphLink,co san trong du lieu goc,relating to or involving existentialism,"exist(tồn tại) + -ance(trạng thái, tính chất, hành động (danh từ)) + -al(thuộc về (tính từ); hành động (danh từ)) + -ist(người theo/thực hành (danh từ))"
