thanh_phan,trang_thai,so_lan_xuat_hien,meaning_en,meaning_vi,vi_du_tu,nguon
dash,Mới - chưa có ảnh,1,to run or travel somewhere in a great hurry,"lao đi, chạy vội",dash,missing_words_analyzed
data,Mới - chưa có ảnh,2,facts and statistics collected together for reference or analysis,dữ liệu,"data, database",missing_words_analyzed
dawn,Mới - chưa có ảnh,1,the first appearance of light in the sky before sunrise,"bình minh, rạng đông",dawn,missing_words_analyzed
dazzle,Mới - chưa có ảnh,1,"to impress greatly, or to blind briefly with excessive light","làm lóa mắt; làm choáng ngợp, gây ấn tượng mạnh",dazzle,missing_words_analyzed
deadwood,Mới - chưa có ảnh,1,"dead branches or trees; figuratively, people or things that are no longer useful","gỗ chết, cành khô; (nghĩa bóng) người/vật không còn hữu ích",deadwood,missing_words_analyzed
deaf,Mới - chưa có ảnh,3,"lacking the power of hearing, wholly or partly","điếc, mất khả năng nghe (toàn phần hoặc một phần)","deaf, deafen, deafness",missing_words_analyzed
debris,Mới - chưa có ảnh,1,scattered fragments of something destroyed or discarded,"mảnh vỡ, đống đổ nát",debris,missing_words_analyzed
decade,Mới - chưa có ảnh,1,a period of ten years,thập kỷ,decade,missing_words_analyzed
deceit,Mới - chưa có ảnh,1,the action of deceiving someone,sự lừa dối,deceitful,missing_words_analyzed
deceptive,Mới - chưa có ảnh,1,giving an appearance different from the true one; misleading,"gây hiểu lầm, lừa dối",deceptively,missing_words_analyzed
decision,Mới - chưa có ảnh,2,a conclusion or resolution reached after consideration,quyết định,"decision, indecision",missing_words_analyzed
decline,Mới - chưa có ảnh,1,"to become smaller, weaker, or worse; also, to politely refuse",suy giảm; từ chối,decline,missing_words_analyzed
decorate,Mới - chưa có ảnh,3,to make something look more attractive by adding ornaments,trang trí,"decoration, decorative, redecorate",missing_words_analyzed
decoy,Mới - chưa có ảnh,1,"something used to lure or mislead a person or animal, such as an artificial bird used to attract game",mồi nhử,decoy,missing_words_analyzed
decrease,Mới - chưa có ảnh,1,"to become or make smaller or fewer in size, amount, or degree","giảm, giảm bớt",decrease,missing_words_analyzed
decree,Mới - chưa có ảnh,1,an official order issued by a legal or religious authority,"sắc lệnh, nghị định",decree,missing_words_analyzed
deem,Mới - chưa có ảnh,2,to regard or consider something in a specified way,"coi là, cho là","deem, redeem",missing_words_analyzed
deer,Mới - chưa có ảnh,1,"a hoofed grazing mammal, the male of which usually has antlers",con hươu/nai,deer,missing_words_analyzed
defect,Mới - chưa có ảnh,1,a shortcoming or imperfection; to abandon one's cause,"khuyết điểm, lỗi; đào tẩu",defective,missing_words_analyzed
defense,Mới - chưa có ảnh,2,"the action of resisting attack, or a means of protecting against something","sự phòng thủ, sự bảo vệ chống lại điều gì đó","defense, defensive",missing_words_analyzed
deficit,Mới - chưa có ảnh,1,"the amount by which something, especially a sum of money, is too small; a shortfall","sự thâm hụt, thiếu hụt (ngân sách)",deficit,missing_words_analyzed
definite,Mới - chưa có ảnh,2,clearly stated or decided; not vague,"rõ ràng, chắc chắn","definitely, indefinitely",missing_words_analyzed
degree,Mới - chưa có ảnh,1,"a unit of measurement, a level or extent, or an academic qualification",mức độ; bằng cấp; độ,degree,missing_words_analyzed
delectable,Mới - chưa có ảnh,1,(especially of food) delicious; highly enjoyable,"ngon miệng, thơm ngon; rất thú vị",delectable,missing_words_analyzed
delicate,Mới - chưa có ảnh,1,very fine in texture or structure; easily broken or damaged; requiring careful handling.,"mỏng manh, tinh tế, dễ vỡ.",delicate,missing_words_analyzed
delinquent,Mới - chưa có ảnh,1,"failing to fulfill an obligation, especially payment; a young offender","phạm pháp, chậm trễ nghĩa vụ",delinquency,missing_words_analyzed
deluge,Mới - chưa có ảnh,1,a severe flood; an overwhelming quantity of something arriving at once,"trận lụt lớn; sự tràn ngập, dồn dập",deluge,missing_words_analyzed
delve,Mới - chưa có ảnh,1,to search or investigate a subject or place thoroughly and in depth,"đào sâu tìm hiểu, nghiên cứu kỹ",delve,missing_words_analyzed
demand,Mới - chưa có ảnh,1,a firm request for something; the desire of buyers for goods or services,"nhu cầu, yêu cầu",demand,missing_words_analyzed
demo,Mới - chưa có ảnh,2,"a demonstration, especially of how a product works",buổi trình diễn/thử nghiệm (sản phẩm),"demo, democracy",missing_words_analyzed
demolition,Mới - chưa có ảnh,1,the action of pulling down or destroying a building or other structure,"sự phá dỡ, sự đập bỏ (công trình, tòa nhà)",demolition,missing_words_analyzed
demonstrate,Mới - chưa có ảnh,2,to clearly show the existence or truth of something,chứng minh,"demonstrably, demonstrative",missing_words_analyzed
den,Mới - chưa có ảnh,1,the lair or shelter of a wild animal,"hang, ổ (của thú hoang)",den,missing_words_analyzed
denigrate,Mới - chưa có ảnh,1,to criticize someone or something unfairly; to disparage,"hạ thấp, bôi nhọ, chê bai (ai/điều gì đó một cách bất công)",denigrate,missing_words_analyzed
dent,Mới - chưa có ảnh,2,a slight depression in a surface made by a blow or pressure,"vết lõm, vết móp","dent, dentist",missing_words_analyzed
depend,Mới - chưa có ảnh,6+,"to be controlled or determined by, or to rely on, someone or something",phụ thuộc vào,"depend, dependably, dependency, dependent, independently, interdependence",missing_words_analyzed
dependence,Mới - chưa có ảnh,1,the state of relying on someone or something,sự phụ thuộc,independence,missing_words_analyzed
dependent,Mới - chưa có ảnh,2,relying on someone or something else for support,phụ thuộc,"independent, interdependent",missing_words_analyzed
depict,Mới - chưa có ảnh,1,to represent or show in a picture or words,"miêu tả, khắc họa",depiction,missing_words_analyzed
deplete,Mới - chưa có ảnh,1,to use up the supply of something,làm cạn kiệt,depletion,missing_words_analyzed
deserve,Mới - chưa có ảnh,1,to be worthy of or entitled to something,xứng đáng với,undeserving,missing_words_analyzed
dessert,Mới - chưa có ảnh,1,the sweet course eaten at the end of a meal,món tráng miệng,dessert,missing_words_analyzed
destine,Mới - chưa có ảnh,2,"to predetermine someone or something for a particular outcome, as if by fate",định sẵn (theo số phận),"destination, destine",missing_words_analyzed
destitution,Mới - chưa có ảnh,1,the state of being extremely poor and lacking the means to provide for oneself,"cảnh cùng khổ, bần cùng, thiếu thốn cực độ",destitution,missing_words_analyzed
destruct,Mới - chưa có ảnh,1,to destroy (usually in 'self-destruct'),phá hủy,destruction,missing_words_analyzed
deter,Mới - chưa có ảnh,3,"to discourage someone from doing something, typically by instilling doubt or fear of consequences","ngăn cản, răn đe","deter, deterrence, deterrent",missing_words_analyzed
detriment,Mới - chưa có ảnh,1,damage or harm,"tổn hại, bất lợi",detrimental,missing_words_analyzed
devout,Mới - chưa có ảnh,1,having deep religious feeling,"sùng đạo, mộ đạo",devoutly,missing_words_analyzed
diabetes,Mới - chưa có ảnh,1,a chronic disease in which the body cannot properly regulate blood sugar levels,bệnh tiểu đường,diabetes,missing_words_analyzed
diagnose,Mới - chưa có ảnh,2,to identify the nature of an illness or problem by examining its symptoms,chẩn đoán,"diagnose, misdiagnose",missing_words_analyzed
dial,Mới - chưa có ảnh,1,"a circular device with a numbered or graduated edge, such as the face of a clock or a control on a machine","mặt số, núm vặn (đồng hồ, máy móc)",dial,missing_words_analyzed
dialogue,Mới - chưa có ảnh,1,"a conversation between two or more people, or the lines spoken by characters","cuộc đối thoại, lời thoại",dialogue,missing_words_analyzed
diaper,Mới - chưa có ảnh,1,a piece of absorbent material wrapped around a baby's bottom to absorb waste (American English),"tã lót (dùng cho trẻ sơ sinh, tiếng Anh Mỹ)",diaper,missing_words_analyzed
diary,Mới - chưa có ảnh,1,a book in which one keeps a daily record of events or thoughts,nhật ký,diary,missing_words_analyzed
dicky,Mới - chưa có ảnh,1,"(British informal) unsound, shaky, or unreliable, especially referring to health or a body part","(Anh, khẩu ngữ) không ổn định, yếu, dễ trục trặc (thường nói về sức khỏe, bộ phận cơ thể)",dicky,missing_words_analyzed
dictator,Mới - chưa có ảnh,1,"a ruler with total power, typically obtained by force",nhà độc tài,dictatorial,missing_words_analyzed
diction,Mới - chưa có ảnh,1,the choice and use of words in speech or writing,cách dùng từ,dictionary,missing_words_analyzed
diesel,Mới - chưa có ảnh,1,"a type of fuel used in internal combustion engines, or an engine that uses it",dầu diesel; động cơ diesel,diesel,missing_words_analyzed
different,Mới - chưa có ảnh,4,not the same as another,khác nhau,"differentiate, indifference, indifferent, indifferently",missing_words_analyzed
differentiate,Mới - chưa có ảnh,1,to recognize or distinguish differences between things,phân biệt,differentiation,missing_words_analyzed
digest,Mới - chưa có ảnh,2,to break down food in the stomach; to absorb and understand information,tiêu hóa; hiểu rõ thông tin,"digestion, digestive",missing_words_analyzed
digit,Mới - chưa có ảnh,3,"any of the numerals from 0 to 9, or a finger or toe",chữ số (từ 0 đến 9); hoặc ngón tay/ngón chân,"digit, digital, digitally",missing_words_analyzed
dilemma,Mới - chưa có ảnh,1,a situation requiring a difficult choice between two or more undesirable options,"tình thế khó xử, tiến thoái lưỡng nan",dilemma,missing_words_analyzed
diligent,Mới - chưa có ảnh,1,showing care and effort in one's work,"siêng năng, chăm chỉ",diligence,missing_words_analyzed
dilute,Mới - chưa có ảnh,2,to make a liquid thinner or weaker by adding water or another solvent,pha loãng,"dilute, undiluted",missing_words_analyzed
dim,Mới - chưa có ảnh,1,not bright or clearly lit; faint,"mờ, tối lờ mờ",dim,missing_words_analyzed
din,Mới - chưa có ảnh,1,"a loud, unpleasant, and prolonged noise","tiếng ồn ào, huyên náo",din,missing_words_analyzed
dine,Mới - chưa có ảnh,2,"to eat dinner, especially in a formal setting",dùng bữa tối (thường mang tính trang trọng),"dine, diner",missing_words_analyzed
dingo,Mới - chưa có ảnh,1,a wild dog native to Australia,chó hoang dingo (Úc),dingo,missing_words_analyzed
dinosaur,Mới - chưa có ảnh,1,A large extinct reptile that lived in prehistoric times.,Khủng long.,dinosaur,missing_words_analyzed
diploma,Mới - chưa có ảnh,1,a certificate awarded for completing a course of study,"bằng cấp, chứng chỉ",diploma,missing_words_analyzed
