root_word,derived_word,morphology_structure,pattern_PRS,pos,IPA,ipa_status,definition_en,nghia_tieng_viet,source,vi_note,existence_note
alone,aloneness,[alone]-ness,0-1-1,noun,/ɐlˈəʊnnəs/,real,a disposition toward being alone,"alone(một mình) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alter,alterable,[alter]-able,0-1-1,adjective,/ˈɔltɚɹəbəl/,"generated (espeak-ng G2P, algorithmic)",(of the punishment ordered by a court) capable of being changed to one less severe,alter(thay đổi) + -able(có thể được (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alter,alteration,[alter]-ion,0-1-1,noun,/ˌɔɫtɝˈeɪʃən/,real,the act of making something different (as e.g. the size of a garment),"alter(thay đổi) + -ion(hành động, quá trình, trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alter,unalterable,un-[alter]-able,1-1-1,adjective,/əˈnɔɫtɝəbəɫ/,real,remaining the same for indefinitely long times,"un-(không, ngược lại (phủ định/đảo nghĩa)) + alter(thay đổi) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
alter,unalterably,un-[alter]-able-y,1-1-2,adverb,/əˈnɔɫtɝəbɫi/,real,in an unalterable and unchangeable manner,"un-(không, ngược lại (phủ định/đảo nghĩa)) + alter(thay đổi) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
amateur,amateurism,[amateur]-ism,0-1-1,noun,/ˈæməˌtʃɝɪzəm/,real,the conviction that people should participate in sports as a hobby (for the fun of it) rather than for money,"amateur(nghiệp dư) + -ism(niềm tin, học thuyết, tình trạng (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
amateur,amateurish,[amateur]-ish,0-1-1,adjective,/ˈæməˌtʃɝɪʃ/,real,lacking professional skill or expertise,"amateur(nghiệp dư) + -ish(hơi, có tính chất (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
amateur,amateurishly,[amateur]-ish-ly,0-1-2,adverb,/ˈæmətəɹɪʃli/,real,in an amateurish manner,"amateur(nghiệp dư) + -ish(hơi, có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
amateur,amateurishness,[amateur]-ish-ness,0-1-2,noun,/ˈæmətəɹɪʃnəs/,real,something that demonstrates a lack of professional competency,"amateur(nghiệp dư) + -ish(hơi, có tính chất (tính từ)) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
amaze,amazement,[amaze]-ment,0-1-1,noun,/əˈmeɪzmənt/,real,the feeling that accompanies something extremely surprising,amaze(làm kinh ngạc) + -ment(kết quả/hành động/trạng thái (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
amaze,amazingly,[amaze]-ly,0-1-1,adverb,/əˈmeɪzɪŋɫi/,real,in an amazing manner,amaze(làm kinh ngạc) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
amend,amendable,[amend]-able,0-1-1,adjective,/əˈmɛndəbəɫ/,real,capable of being corrected by additions,amend(sửa đổi) + -able(có thể được (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
amend,amendment,[amend]-ment,0-1-1,noun,/əˈmɛndmənt/,real,a small change or improvement that is made to a document or proposed new law; the process of changing a document or proposed new law,amend(sửa đổi) + -ment(kết quả/hành động/trạng thái (danh từ)),Oxford 5000 (verified),,
among,amongst,[among]-est,0-1-1,adjective,/əˈməŋst/,real,among(surrounded by somebody/something; in the middle of somebody/something) + -est(superlative),among(giữa (nhiều thứ)) + -est(so sánh nhất),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
amuse,amusedly,[amuse]-ly,0-1-1,adverb,/ɐmjˈuːzᵻdli/,"generated (espeak-ng G2P, algorithmic)",amuse((không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập)) + -ly(adverb of manner / adjective (like)),amuse(làm vui thích) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
amuse,amusement,[amuse]-ment,0-1-1,noun,/əmˈjuzmənt/,real,an activity that is diverting and that holds the attention,amuse(làm vui thích) + -ment(kết quả/hành động/trạng thái (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
amuse,unamused,un-[amuse],1-1-0,unknown,/ʌnɐmjˈuːsd/,real,"un-(not, opposite of; reverse an action) + amuse((không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập))","un-(không, ngược lại (phủ định/đảo nghĩa)) + amuse(làm vui thích)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
analysis,microanalysis,micro-[analysis],1-1-0,noun,/mˌaɪkɹoʊɐnˈæləsˌɪs/,"generated (espeak-ng G2P, algorithmic)",Analysis of the structure of materials from careful observationof photomicrographs.,"micro-(nhỏ, vi mô) + analysis(phân tích)","Webster's Unabridged Dictionary (1913, public domain)",công thức ghép (chưa xác thực),
ancestor,ancestry,[ancestor]-y,0-1-1,noun,/ˈænsɛstɹi/,real,inherited properties shared with others of your bloodline,ancestor(tổ tiên) + -y(có tính chất; danh từ/tính từ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
ancestor,ancestral,[ancestor]-al,0-1-1,adjective,/ænˈsɛstɹəɫ/,real,inherited or inheritable by established rules (usually legal rules) of descent,ancestor(tổ tiên) + -al(thuộc về (tính từ); hành động (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
anchor,anchorage,[anchor]-age,0-1-1,noun,/ˈæŋkɝədʒ/,real,the act of anchoring,"anchor(mỏ neo) + -age(hành động, kết quả, tập hợp (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
ancient,anciently,[ancient]-ly,0-1-1,adverb,/ˈeɪnʃəntli/,real,in ancient times,ancient(cổ đại) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angel,angelic,[angel]-ic,0-1-1,adjective,/ˌænˈdʒɛɫɪk/,real,marked by utter benignity,angel(thiên thần) + -ic(thuộc về (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angel,angelical,[angel]-ic-al,0-1-2,adjective,/ændʒˈɛlɪkəl/,"generated (espeak-ng G2P, algorithmic)",marked by utter benignity,angel(thiên thần) + -ic(thuộc về (tính từ)) + -al(thuộc về (tính từ); hành động (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angel,angelically,[angel]-ic-ly,0-1-2,adverb,/ænˈdʒɛɫɪkɫi/,real,like an angel,angel(thiên thần) + -ic(thuộc về (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angle,angler,[angle]-er,0-1-1,noun,/ˈæŋɡɫɝ/,real,fishes having large mouths with a wormlike filament attached for luring prey,angle(góc độ) + -er(người làm việc gì; so sánh hơn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angle,angular,[angle]-ar,0-1-1,adjective,/ˈæŋɡjəɫɝ/,real,having angles or an angular shape,angle(góc độ) + -ar(thuộc về (tính từ); người (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angle,angularity,[angle]-ar-ity,0-1-2,noun,/ˌænɡjʊlˈæɹɪti/,real,the property possessed by a shape that has angles,"angle(góc độ) + -ar(thuộc về (tính từ); người (danh từ)) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angle,triangle,tri-[angle],1-1-0,noun,/ˈtɹaɪˌæŋɡəɫ/,real,a percussion instrument consisting of a metal bar bent in the shape of an open triangle,tri-(ba) + angle(góc độ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angle,quadrangle,quad-[angle],1-1-0,noun,/kwˈɒdɹæŋɡəl/,real,a rectangular area surrounded on all sides by buildings,quad-(bốn) + angle(góc độ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angle,triangular,tri-[angle]-ar,1-1-1,adjective,/tɹaɪˈæŋɡjəɫɝ/,real,having three sides,tri-(ba) + angle(góc độ) + -ar(thuộc về (tính từ); người (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angle,quadrangular,quad-[angle]-ar,1-1-1,adjective,/kwɑːdɹˈæŋɡjʊlɚ/,"generated (espeak-ng G2P, algorithmic)",of or relating to or shaped like a quadrangle,quad-(bốn) + angle(góc độ) + -ar(thuộc về (tính từ); người (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angry,angrier,[angry]-er,0-1-1,noun,/ˈæŋɡɹiɝ/,real,angry(having strong feelings about something that you dislike very much or about an unfair situation) + -er(person who does; comparative),angry(giận dữ) + -er(người làm việc gì; so sánh hơn),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
angry,angrily,[angry]-ly,0-1-1,adverb,/ˈæŋɡɹəɫi/,real,with anger,angry(giận dữ) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
angry,angriest,[angry]-est,0-1-1,adjective,/ˈæŋɡɹiəst/,real,angry(having strong feelings about something that you dislike very much or about an unfair situation) + -est(superlative),angry(giận dữ) + -est(so sánh nhất),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
animal,animalism,[animal]-ism,0-1-1,noun,/ˈænɪməlˌɪzəm/,"generated (espeak-ng G2P, algorithmic)",preoccupation with satisfaction of physical drives and appetites,"animal(động vật) + -ism(niềm tin, học thuyết, tình trạng (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
animal,animalcule,[animal]-ule,0-1-1,noun,/ˈænɪmˌælkjuːl/,"generated (espeak-ng G2P, algorithmic)",microscopic organism such as an amoeba or paramecium,animal(động vật) + -ule(nhỏ (danh từ giảm nhẹ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
ankle,anklet,[ankle]-et,0-1-1,noun,/ˈæŋkɫɪt/,real,an ornament worn around the ankle,"ankle(mắt cá chân) + -et(nhỏ (danh từ giảm nhẹ, VD packet))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
announce,announcer,[announce]-er,0-1-1,noun,/əˈnaʊnsɝ/,real,"reads news, commercials on radio or television",announce(thông báo) + -er(người làm việc gì; so sánh hơn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
announce,announcement,[announce]-ment,0-1-1,noun,/əˈnaʊnsmənt/,real,a spoken or written statement that informs people about something,announce(thông báo) + -ment(kết quả/hành động/trạng thái (danh từ)),Oxford 5000 (verified),,
announce,unannounced,un-[announce],1-1-0,adjective,/ˌənəˈnaʊnst/,real,without warning or announcement,"un-(không, ngược lại (phủ định/đảo nghĩa)) + announce(thông báo)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
annoy,annoyance,[annoy]-ance,0-1-1,noun,/əˈnɔɪəns/,real,the act of troubling or annoying someone,"annoy(làm phiền) + -ance(trạng thái, tính chất, hành động (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
answer,answerable,[answer]-able,0-1-1,adjective,/ˈænsɝəbəɫ/,real,morally or legally responsible to a higher authority,answer(trả lời) + -able(có thể được (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
answer,answerably,[answer]-able-y,0-1-2,adjective,/ˈænsɚɹəbli/,"generated (espeak-ng G2P, algorithmic)",In an answerable manner; in due proportion or correspondence;suitably.,answer(trả lời) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ),"Webster's Unabridged Dictionary (1913, public domain)",công thức ghép (chưa xác thực),
