component_roots,derived_word,morphology_structure,pattern_PRS,pos,IPA,ipa_status,definition_en,nghia_tieng_viet,source,vi_note,existence_note
eye+piece,eyepiece,[eye+piece],0-2-0,noun,/ˈaɪˌpis/,real,combination of lenses at the viewing end of optical instruments,"eye+piece(mắt + mảnh, miếng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
eye+sight,eyesight,[eye+sight],0-2-0,noun,/ˈaɪˌsaɪt/,real,normal use of the faculty of vision,eye+sight(mắt + tầm nhìn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
eye+strain,eyestrain,[eye+strain],0-2-0,noun,/ˈaɪˌstɹeɪn/,real,a tiredness of the eyes caused by prolonged close work by a person with an uncorrected vision problem,eye+strain(mắt + căng thẳng),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
eye+wash,eyewash,[eye+wash],0-2-0,noun,/ˈaɪwɒʃ/,real,lotion consisting of a solution used as a cleanser for the eyes,eye+wash(mắt + rửa),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
eye+witness,eyewitness,[eye+witness],0-2-0,noun,/ˈaɪˈwɪtnəs/,real,a spectator who can describe what happened,eye+witness(mắt + nhân chứng),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
face+cloth,facecloth,[face+cloth],0-2-0,noun,/fˈeɪsklɒθ/,real,"face+cloth(the front part of the head, where the eyes, nose and mouth are  + material made by weaving or knitting cotton, wool, silk, etc.)","face+cloth(khuôn mặt, đối mặt + vải)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
fade+out,fadeout,[fade+out],0-2-0,noun,/fˈeɪdaʊt/,"generated (espeak-ng G2P, algorithmic)",a slow or gradual disappearance,fade+out(phai mờ + ra ngoài),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fair+child,fairchild,[fair+child],0-2-0,adjective,/ˈfɛɹˌtʃaɪɫd/,real,fair+child(acceptable and appropriate in a particular situation + a young human who is not yet an adult),"fair+child(công bằng, hội chợ + trẻ em)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
fair+go,fairgoers,[fair+go]-er,0-2-1,noun,/fˈɛɹɡoʊɚz/,"generated (espeak-ng G2P, algorithmic)",fair+go(acceptable and appropriate in a particular situation + a person’s turn to move or play in a game or an activity) + -er(person who does; comparative),"fair+go(công bằng, hội chợ + đi) + -er(người làm việc gì; so sánh hơn)","compositional (generated, unverified)",công thức ghép (chưa xác thực),"""fairgoer"" - người đi hội chợ, từ hợp lệ"
fair+ground,fairground,[fair+ground],0-2-0,noun,/ˈfɛɹˌɡɹaʊnd/,real,an open area for holding fairs or exhibitions or circuses,"fair+ground(công bằng, hội chợ + mặt đất)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fair+view,fairview,[fair+view],0-2-0,adjective,/ˈfɛɹvˌju/,real,"fair+view(acceptable and appropriate in a particular situation + what you can see from a particular place or position, especially beautiful countryside)","fair+view(công bằng, hội chợ + quan điểm, tầm nhìn)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
fair+way,fairway,[fair+way],0-2-0,noun,/ˈfɛɹˌweɪ/,real,the area between the tee and putting green where the grass is cut short,"fair+way(công bằng, hội chợ + con đường, cách thức)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fall+off,falloff,[fall+off],0-2-0,noun,/ˈfɔˌɫɔf/,real,a noticeable deterioration in performance or quality,"fall+off(rơi, mùa thu + tắt, xa khỏi)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fall+out,fallout,[fall+out],0-2-0,noun,/ˈfɔˌɫaʊt/,real,any adverse and unwanted secondary effect,"fall+out(rơi, mùa thu + ra ngoài)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fan+light,fanlight,[fan+light],0-2-0,noun,/fˈænlaɪt/,real,a semicircular window over a door or window,"fan+light(quạt, người hâm mộ + ánh sáng, nhẹ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fancy+work,fancywork,[fancy+work],0-2-0,noun,/fˈænsiwˌɜːk/,"generated (espeak-ng G2P, algorithmic)",decorative needlework,"fancy+work(ưa thích, sang trọng + công việc)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
far+away,faraway,[far+away],0-2-0,adjective,/ˈfɑɹəˈweɪ/,real,very far away in space or time,"far+away(xa + xa, đi xa)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
far+sight,farsighted,[far+sight],0-2-0,adjective,/ˈfɑɹˈsaɪtəd/,real,planning prudently for the future,far+sight(xa + tầm nhìn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
farm+hand,farmhand,[farm+hand],0-2-0,noun,/ˈfɑɹmˌhænd/,real,a hired hand on a farm,farm+hand(trang trại + bàn tay),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
farm+house,farmhouse,[farm+house],0-2-0,noun,/ˈfɑɹmˌhaʊs/,real,house for a farmer and family,farm+house(trang trại + ngôi nhà),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
farm+land,farmland,[farm+land],0-2-0,noun,/ˈfɑɹmˌɫænd/,real,a rural area where farming is practiced,farm+land(trang trại + đất đai),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
farm+yard,farmyard,[farm+yard],0-2-0,noun,/ˈfɑɹmˌjɑɹd/,real,an area adjacent to farm buildings,"farm+yard(trang trại + sân, yard (đơn vị))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fat+head,fathead,[fat+head],0-2-0,noun,/fˈæthɛd/,real,a man who is a stupid incompetent fool,"fat+head(béo, mỡ + đầu, người đứng đầu)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fat+less,fatless,[fat+less],0-2-0,adjective,/fˈætləs/,real,without fat or fat solids,"fat+less(béo, mỡ + ít hơn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
father+land,fatherland,[father+land],0-2-0,noun,/ˈfɑðɝˌɫænd/,real,the country where you were born,father+land(cha + đất đai),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fault+find,faultfinder,[fault+find]-er,0-2-1,noun,/fˈɔltfaɪndɚ/,"generated (espeak-ng G2P, algorithmic)",someone who is critical of the motives of others,fault+find(lỗi lầm + tìm thấy) + -er(người làm việc gì; so sánh hơn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fault+find,faultfinding,[fault+find],0-2-0,adjective,/fˈɔltfaɪndɪŋ/,"generated (espeak-ng G2P, algorithmic)",tending to find and call attention to faults,fault+find(lỗi lầm + tìm thấy),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
feather+bed,featherbed,[feather+bed],0-2-0,noun,/ˈfɛðɝˌbɛd/,real,a mattress stuffed with feathers,feather+bed(lông vũ + giường),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
feather+brain,featherbrained,[feather+brain],0-2-0,adjective,/fˈɛðɚbɹˌeɪnd/,"generated (espeak-ng G2P, algorithmic)",lacking seriousness,feather+brain(lông vũ + não bộ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
feather+top,feathertop,[feather+top],0-2-0,noun,/fˈɛðɚtˌɑːp/,"generated (espeak-ng G2P, algorithmic)",a variety of reed grass,"feather+top(lông vũ + đỉnh, trên cùng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
feather+weigh,featherweight,[feather+weigh]-t,0-2-1,noun,/ˈfɛðɝˌweɪt/,real,a professional boxer who weighs between 123 and 126 pounds,"feather+weigh(lông vũ + cân nặng) + -t([NGỮ PHÁP] đuôi chia động từ bất quy tắc (VD burnt, dealt) — không mang nghĩa riêng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
feed+back,feedback,[feed+back],0-2-0,noun,/ˈfidˌbæk/,real,"advice, criticism or information about how good or useful something or somebody’s work is","feed+back(cho ăn + lưng, phía sau)",Oxford 5000 (verified),,
feed+bag,feedbag,[feed+bag],0-2-0,noun,/fˈiːdbæɡ/,real,a canvas bag that is used to feed an animal (such as a horse),feed+bag(cho ăn + túi),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fibre+board,fibreboard,[fibre+board],0-2-0,noun,/ˈfaɪbɝˌbɔɹd/,real,wallboard composed of wood chips or shavings bonded together with resin and compressed into rigid sheets,"fibre+board(sợi + ban, bảng, tấm ván)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fibre+glass,fibreglass,[fibre+glass],0-2-0,noun,/fˈaɪbɹɪɡlˌɑːs/,real,a covering material made of glass fibers in resins,"fibre+glass(sợi + kính, ly)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
field+mouse,fieldmouse,[field+mouse],0-2-0,noun,/fˈiːldmaʊs/,"generated (espeak-ng G2P, algorithmic)",any nocturnal Old World mouse of the genus Apodemus inhabiting woods and fields and gardens,"field+mouse(cánh đồng, lĩnh vực + chuột)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
field+stone,fieldstone,[field+stone],0-2-0,noun,/fˈiːldstoʊn/,"generated (espeak-ng G2P, algorithmic)",stone that occurs naturally in fields,"field+stone(cánh đồng, lĩnh vực + đá)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
field+work,fieldwork,[field+work],0-2-0,noun,/ˈfiɫdˌwɝk/,real,a temporary fortification built by troops in the field,"field+work(cánh đồng, lĩnh vực + công việc)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
figure+head,figurehead,[figure+head],0-2-0,noun,/ˈfɪɡjɝˌhɛd/,real,figure on the bow of some sailing vessels,"figure+head(con số, hình dáng + đầu, người đứng đầu)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
film+strip,filmstrip,[film+strip],0-2-0,noun,/fˈɪlmstɹɪp/,"generated (espeak-ng G2P, algorithmic)","film+strip(a series of moving pictures recorded with sound that tells a story, watched at a cinema or on a television or other device + a long narrow piece of paper, metal, cloth, etc.)","film+strip(phim + dải, cởi bỏ)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
finger+board,fingerboard,[finger+board],0-2-0,noun,/ˈfɪŋɡɝˌbɔɹd/,real,"a narrow strip of wood on the neck of some stringed instruments like violin or guitar, where the strings are held against the wood with the fingers","finger+board(ngón tay + ban, bảng, tấm ván)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
finger+nail,fingernail,[finger+nail],0-2-0,noun,/ˈfɪŋɡɝˌneɪɫ/,real,the nail at the end of a finger,"finger+nail(ngón tay + móng tay, đinh)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
finger+plate,fingerplate,[finger+plate],0-2-0,noun,/fˈɪŋɡɚplˌeɪt/,"generated (espeak-ng G2P, algorithmic)","finger+plate(one of the four long thin parts that stick out from the hand (or five, if the thumb is included) + a flat, usually round, dish that you put food on)",finger+plate(ngón tay + đĩa),"compositional (generated, unverified)",công thức ghép (chưa xác thực),thuật ngữ đồ nội thất có thật (tấm chắn tay nắm cửa)
finger+post,fingerpost,[finger+post],0-2-0,noun,/fˈɪŋɡɚpˌoʊst/,"generated (espeak-ng G2P, algorithmic)",a guidepost resembling a hand with a pointing index finger,"finger+post(ngón tay + bưu điện, đăng bài)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
finger+print,fingerprint,[finger+print],0-2-0,verb,/ˈfɪŋɡɝˌpɹɪnt/,real,take an impression of a person's fingerprints,finger+print(ngón tay + in ấn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
finger+tip,fingertip,[finger+tip],0-2-0,noun,/ˈfɪŋɡɝˌtɪp/,real,the end (tip) of a finger,"finger+tip(ngón tay + lời khuyên, đầu mút)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fire+arm,firearm,[fire+arm],0-2-0,noun,/ˈfaɪˌɹɑɹm/,real,a gun that can be carried,"fire+arm(lửa, sa thải + cánh tay, vũ trang)",Oxford 5000 (verified),,
fire+ball,fireball,[fire+ball],0-2-0,noun,/ˈfaɪɝˌbɔɫ/,real,the luminous center of a nuclear explosion,"fire+ball(lửa, sa thải + quả bóng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
fire+bird,firebird,[fire+bird],0-2-0,noun,/ˈfaɪɝˌbɝd/,real,tropical American flycatcher found as far north as southern Texas and Arizona,"fire+bird(lửa, sa thải + chim)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
