root_word,meaning,nghia_tieng_viet,used_in_single_root_group,used_in_compound_group,variants,variant_count,de_nham_lan,bien_the,topic,subtopic
climate,the regular pattern of weather conditions of a particular place,khí hậu,True,True,acclimate; acclimation; acclimatization; acclimatize; climatic; climatical; climatically; climatology,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Khí hậu
climb,"an act of climbing up a mountain, rock or large number of steps; a period of time spent climbing",leo trèo,True,False,climber,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Đi bộ đường dài
cling,to hold on tightly to somebody/something,bám chặt,True,False,clingier; clingiest; clingy,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Quan hệ và ảnh hưởng
clinic,a building or part of a hospital where people can go for special medical treatment or advice,phòng khám,True,False,clinical; clinically,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Phòng khám
clip,a short part of a film that is shown separately,"kẹp giấy, kẹp",True,True,clipboard; clipper,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Học tập và giáo dục,Đồ dùng học tập
clock,"an instrument for measuring and showing time, in a room, on the wall of a building or on a computer screen (not worn or carried like a watch)",đồng hồ,True,True,anticlockwise; clockwise; clockwork; counterclockwise,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản"
close,near in space or time,"đóng lại, gần",True,True,closedown; closely; closeness; closer; closest; closeup; closure; disclose; disclosure; enclose; enclosure; foreclose; foreclosure; inclosed; undisclosed,15,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn
cloth,"material made by weaving or knitting cotton, wool, silk, etc.",vải,True,True,backcloth; bedclothes; broadcloth; cheesecloth; clothbound; clothesbrush; clotheshorse; clothesline; clothespin; clothier; dishcloth; facecloth; haircloth; neckcloth; oilcloth; plainclothes; sackcloth; sailcloth; tablecloth; underclothes; washcloth,21,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngoại hình và trang phục,Chất liệu vải
cloud,"a grey or white mass that floats in the sky, made of very small drops of water ",đám mây,True,True,cloudburst; cloudier; cloudiest; cloudiness; cloudless; cloudy; overclouded; unclouded,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Thời tiết
club,an organization for people who share an interest or do a sport or activity together,"câu lạc bộ, gậy",True,True,bookclub; clubbable; clubfoot; clubhouse; clubrooms; nightclub,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Sự kiện và lễ hội
clue,"an object, a piece of evidence or some information that helps the police solve a crime",manh mối,True,False,clueless,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra
coach,a person who trains a person or team in sport,"huấn luyện viên, xe khách",False,True,coachbuilder; coachman; coachwork; slowcoach; stagecoach,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Thể thao chung
coal,a hard black mineral that is found below the ground and burnt to produce heat,than đá,False,True,coalface; coalfield; coalhole; coalhouse; coalmine,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Năng lượng
coast,the land next to or near to the sea or ocean,bờ biển,True,True,coastal; coaster; coastguard; coastguardsman; coastline; coastwise; seacoast,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Biển và đại dương
coat,a piece of outdoor clothing that is worn over other clothes to keep warm or dry. Coats have sleeves (= parts covering the arms) and may be long or short.,áo khoác,True,True,coattails; dustcoat; greatcoat; housecoat; overcoat; raincoat; redcoat; seedcoat; surcoat; topcoat; turncoat; undercoat,12,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngoại hình và trang phục,Quần áo mùa đông
code,"a system of words, letters, numbers or symbols that represent a message or record information secretly or in a shorter form","mã, quy tắc",True,True,autocoder; codification; codify; decode; decoder; encode; postcode,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Phần mềm
coffee,the roasted seeds (called coffee beans) of a tropical bush; a powder made from them,cà phê,False,True,coffeecup; coffeepot,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ăn uống bên ngoài,Cà phê
coin,a small flat piece of metal used as money,đồng xu,True,False,coinage; coiner,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,Tiền tệ và mệnh giá
cold,having a lower than usual temperature; having a temperature lower than the human body,lạnh,True,False,colder; coldest; coldly; coldness,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Bệnh tật
collapse,"a sudden failure of something, such as an institution, a business or a course of action",sụp đổ,True,False,collapsible,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Chấn thương
collect,to bring things together from different people or places,thu thập,True,False,collectedly; collectible; collection; collective; collectively; collectivism; collectivization; collectivize; collector,9,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Sở thích thủ công
college,(in the UK) a place where students go to study or to receive training after they have left school,trường cao đẳng/đại học,True,False,collegiate; intercollegiate,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Học tập và giáo dục,Đại học
color,(không có định nghĩa trong Oxford 5000 - root này không phải headword độc lập),màu sắc,True,True,coloration; colorful; colorless; colourfast; colourfastness; colourlessly; colourlessness; discolour; discolouration; multicolor; uncolored; watercolor,12,không có (hoặc chưa xác định),colour (Anh-Anh),"Nghệ thuật, thiết kế và văn hóa",Màu sắc
column,one of the straight sections from top to bottom into which text on a page or screen is divided,cột,True,False,columnist,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Kiến trúc
combat,"fighting or a fight, especially during a time of war",chiến đấu,True,False,combatant; combative; noncombatant,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thể thao,Thể thao đối kháng
combine,to come together to form a single thing or group; to join two or more things or groups together to form a single one,kết hợp,True,False,combinable; combination; combinatorial,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Quan hệ và ảnh hưởng
come,to move to or towards a person or place,đến,True,True,comeback; comedie; comedown; comeliness; comer; cometh; forthcoming; homecoming; income; latecomer; newcomer; oncoming; outcome; overcome; shortcoming; upcoming,16,không có (hoặc chưa xác định),came (bất quy tắc),Ngôn ngữ hằng ngày,Động từ hành động cơ bản
comedy,"a play, film or TV show that is intended to be funny, usually with a happy ending; plays, films and TV shows of this type",hài kịch,True,False,comedian; comedienne,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Phim và rạp chiếu
comfort,"the state of being physically relaxed and free from pain; the state of having a pleasant life, with everything that you need",sự thoải mái,True,False,comfortable; comfortably; comforter; comfortless; discomfort; uncomfortable; uncomfortably; uncomforted,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nhà cửa,Phòng khách
comic,humorous and making you laugh,"truyện tranh, hài hước",True,False,comical; comically,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Đọc sách
command,an order given to a person or an animal,ra lệnh,True,False,commandeer; commander; commandment; commando,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nghề nghiệp và công việc,Nghề công vụ và an ninh
commence,to begin to happen; to begin something,bắt đầu,True,False,commencement; recommence,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Thời gian và thứ tự
comment,something that you say or write that gives an opinion on or explains somebody/something,bình luận,True,False,commentary; commentate; commentator,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Giải trí và thời gian rảnh,Mạng xã hội
commerce,"trade, especially between countries; the buying and selling of goods and services",thương mại,True,False,commercial; commercialism; commercialization; commercialize; commercially,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Kinh doanh và tài chính,Thương mại điện tử
