word,pos,meaning_en,meaning_vi,structure,kind,base,ipa,ipa_status,meaning_vi_source,thanh_phan_1,thanh_phan_2,thanh_phan_3,thanh_phan_4,thanh_phan_5,thanh_phan_6,loai_ket_hop,so_thanh_phan,nguon,trong_morphlink,co_affix,noun_type,noun_so_nhieu,adj_so_sanh_hon,adj_so_sanh_nhat,adj_ghi_chu,verb_hien_tai_don,verb_gerund,verb_qua_khu,verb_pp,so_nhieu_bat_quy_tac,dong_tu_bat_quy_tac,multi_nghia
experientially,adverb,in a way that relates to or is gained through experience,theo cách liên quan đến hoặc dựa trên kinh nghiệm thực tế,[experience]-al-ly,root,experience,/ɛkspˌiəɹɪˈɛnʃəli/,"generated (espeak-ng G2P, algorithmic)",audit-rewritten,experience,-al,-ly,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
experimental,adjective,"based on new ideas, forms or methods that are used to find out what effect they have",mang tính thử nghiệm,[experiment]-al,root,experiment,/ɪkˌspɛɹɪˈmɛntəɫ/,real,retranslated,experiment,-al,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more experimental,most experimental,,,,,,,,
experimentalism,noun,an empirical doctrine that advocates experimental principles,chủ trương dựa trên thực nghiệm,[experiment]-al-ism,root,experiment,/ɛkspˌɛɹɪmˈɛntəlˌɪzəm/,real,retranslated,experiment,-al,-ism,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],experimentalisms,,,,,,,,,,
experimentally,adverb,in an experimental fashion,theo cách thử nghiệm,[experiment]-al-ly,root,experiment,/ɪkˌspɛɹəˈmɛntəɫi/,real,retranslated,experiment,-al,-ly,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
experimentation,noun,the act of conducting a controlled test or investigation,việc tiến hành thí nghiệm,[experiment]-ion,root,experiment,/ɪkˌspɛɹəmənˈteɪʃən/,real,retranslated,experiment,-ion,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],experimentations,,,,,,,,,,
experimenter,noun,a research worker who conducts experiments,người làm thí nghiệm,[experiment]-er,root,experiment,/ɪkˈspɛɹəˌmɛntɝ/,real,retranslated,experiment,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],experimenters,,,,,,,,,,
expertise,noun,"expert knowledge or skill in a particular subject, activity or job","chuyên môn, kỹ năng chuyên sâu",[expert]-ize,root,expert,/ˌɛkspɝˈtiz/,real,retranslated,expert,-ize,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],expertises,,,,,,,,,,
expertly,adverb,in an expert manner,"một cách thành thạo, chuyên nghiệp",[expert]-ly,root,expert,/ˈɛkspɝtɫi/,real,retranslated,expert,-ly,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
expertness,noun,skillfulness by virtue of possessing special knowledge,sự thành thạo nhờ kiến thức chuyên môn,[expert]-ness,root,expert,/ˈɛkspɜːtnəs/,"generated (espeak-ng G2P, algorithmic)",retranslated,expert,-ness,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[U],,,,,,,,,,,
expiration,noun,the act of expelling air from the lungs,sự thở ra,[expire]-ion,root,expire,/ˌɛkspɝˈeɪʃən/,real,retranslated,expire,-ion,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],expirations,,,,,,,,,,
expiry,noun,the event of dying or departure from life,cái chết; sự kết thúc cuộc đời,[expire]-y,root,expire,/ˌɛkˈspaɪɹi/,real,retranslated,expire,-y,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],expiries,,,,,,,,,,
explainer,noun,One who explains; an expounder or expositor; a commentator; aninterpreter.,"người giải thích, bình giải",[explain]-er,root,explain,/ɛksplˈeɪnɐ/,real,retranslated,explain,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],explainers,,,,,,,,,,
explanation,noun,"a statement, fact, or situation that tells you why something happened; a reason given for something","lời giải thích, lý do",[explain]-ion,root,explain,/ˌɛkspɫəˈneɪʃən/,real,retranslated,explain,-ion,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],explanations,,,,,,,,,,
explanatory,adjective,serving or intended to explain or make clear,mang tính giải thích,[explain]-ory,root,explain,/ɪksˈpɫænəˌtɔɹi/,real,retranslated,explain,-ory,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more explanatory,most explanatory,,,,,,,,
explicable,adjective,capable of being explicated or accounted for,có thể giải thích được,[explain]-able,root,explain,/ɛksˈpɫɪkəbəɫ/,real,retranslated,explain,-able,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more explicable,most explicable,,,,,,,,
explicably,adverb,in a way that can be explained or understood,theo cách có thể giải thích được,[explain]-able-y,root,explain,/ɛksplˈɪkəbli/,"generated (espeak-ng G2P, algorithmic)",audit-rewritten,explain,-able,-y,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more explicably,most explicably,,,,,,,,
explicitly,adverb,"clearly or directly, so that the meaning is easy to understand","một cách rõ ràng, tường minh",[explicit]-ly,root,explicit,/ɪksˈpɫɪsətɫi/,real,retranslated,explicit,-ly,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
explicitness,noun,clarity as a consequence of being explicit,"sự rõ ràng, tường minh",[explicit]-ness,root,explicit,/ɛksplˈɪsɪtnəs/,"generated (espeak-ng G2P, algorithmic)",retranslated,explicit,-ness,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[U],,,,,,,,,,,
exploitation,noun,"a situation in which somebody treats somebody else in an unfair way, especially in order to make money from their work",sự bóc lột,[exploit]-ion,root,exploit,/ˌɛksˌpɫɔɪˈteɪʃən/,real,retranslated,exploit,-ion,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],exploitations,,,,,,,,,,
exploiter,noun,a person who uses something or someone selfishly or unethically,"người bóc lột, lợi dụng",[exploit]-er,root,exploit,/ɛksplˈɔɪtɐ/,real,retranslated,exploit,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],exploiters,,,,,,,,,,
exploration,noun,the act of travelling through a place in order to find out about it or look for something in it,"sự thám hiểm, khám phá",[explore]-ion,root,explore,/ˌɛkspɫɝˈeɪʃən/,real,retranslated,explore,-ion,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],explorations,,,,,,,,,,
explorative,adjective,serving in or intended for exploration or discovery,mang tính khám phá,[explore]-ive,root,explore,/ɛksplˈoːɹətˌɪv/,"generated (espeak-ng G2P, algorithmic)",retranslated,explore,-ive,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more explorative,most explorative,,,,,,,,
exploratory,adjective,serving in or intended for exploration or discovery,"mang tính thăm dò, khám phá",[explore]-ory,root,explore,/ɪksˈpɫɔɹəˌtɔɹi/,real,retranslated,explore,-ory,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more exploratory,most exploratory,,,,,,,,
explorer,noun,someone who travels into little known regions (especially for some scientific purpose),nhà thám hiểm,[explore]-er,root,explore,/ɪksˈpɫɔɹɝ/,real,retranslated,explore,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],explorers,,,,,,,,,,
export,noun,the selling and transporting of goods to another country,việc xuất khẩu hàng hóa,ex-[port],root,port,/ˈɛkspɔɹt/,real,retranslated,ex-,port,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],exports,,,,,,,,,,Danh từ & Động từ (đổi trọng âm)
exportable,adjective,suitable for export,có thể xuất khẩu,ex-[port]-able,root,port,/ɛkˈspɔɹtəbəɫ/,real,retranslated,ex-,port,-able,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more exportable,most exportable,,,,,,,,
exportation,noun,the commercial activity of selling and shipping goods to a foreign country,hoạt động xuất khẩu,ex-[port]-ion,root,port,/ɛkspɔːtˈeɪʃən/,real,retranslated,ex-,port,-ion,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],exportations,,,,,,,,,,
exporter,noun,a businessperson who transports goods abroad (for sale),nhà xuất khẩu,ex-[port]-er,root,port,/ɪkˈspɔɹtɝ/,real,retranslated,ex-,port,-er,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],exporters,,,,,,,,,,
expose,verb,to show something that is usually hidden,"phơi bày, tiết lộ điều bị che giấu",ex-[pose],root,pose,/ɪkˈspoʊz/,real,retranslated,ex-,pose,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,exposes,exposing,exposed,exposed,,,
exposure,noun,the state of being in a place or situation where there is no protection from something harmful or unpleasant,sự tiếp xúc với điều có hại hoặc khó chịu,ex-[pose]-ure,root,pose,/ɪkˈspoʊʒɝ/,real,retranslated,ex-,pose,-ure,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],exposures,,,,,,,,,,
express,verb,"to show or make known a feeling, an opinion, etc. by words, looks or actions","bày tỏ (cảm xúc, ý kiến)",ex-[press],root,press,/ɪksˈpɹɛs/,real,retranslated,ex-,press,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,expresses,expressing,expressed,expressed,,,
expressible,adjective,capable of being expressed,có thể bày tỏ được,ex-[press]-able,root,press,/ɛkspɹˈɛsəbəl/,real,retranslated,ex-,press,-able,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more expressible,most expressible,,,,,,,,
expression,noun,a word or phrase,"cách diễn đạt; từ ngữ, cụm từ",ex-[press]-ion,root,press,/ɪksˈpɹɛʃən/,real,retranslated,ex-,press,-ion,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],expressions,,,,,,,,,,
expressionism,noun,an art movement early in the 20th century,chủ nghĩa biểu hiện,ex-[press]-ion-ism,root,press,/ɪksˈpɹɛʃəˌnɪzəm/,real,retranslated,ex-,press,-ion,-ism,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,N[C],expressionisms,,,,,,,,,,
expressionist,adjective,"relating to or influenced by expressionism, an artistic style expressing emotion rather than realistic depiction",thuộc về hoặc mang phong cách trường phái biểu hiện (expressionism) trong nghệ thuật,ex-[press]-ion-ist,root,press,/ɪksˈpɹɛʃənəst/,real,audit-rewritten,expression,-ist,,,,,Word + Suffix,2,Sinh có kiểm soát — trùng MorphLink,có,có,,,more expressionist,most expressionist,,,,,,,,
expressionistic,adjective,"having qualities typical of expressionism, an artistic style that emphasizes emotion over realistic depiction","mang đặc điểm của trường phái biểu hiện (expressionism), nhấn mạnh cảm xúc hơn tính hiện thực",ex-[press]-ion-ist-ic,root,press,/ɪksˌpɹɛʃəˈnɪstɪk/,real,audit-rewritten,ex-,press,-ion,-ist,-ic,,Prefix + Root + Suffix + Suffix + Suffix,5,Đã có sẵn trong MorphLink (Word),có,có,,,more expressionistic,most expressionistic,,,,,,,,
expressionless,adjective,deliberately impassive in manner,không biểu lộ cảm xúc,ex-[press]-ion-less,root,press,/ɪksˌpɹɛʃənɫɪs/,real,retranslated,ex-,press,-ion,-less,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,,,more expressionless,most expressionless,,,,,,,,
expressionlessly,adverb,in a way that shows no facial expression or emotion,"theo cách không biểu lộ cảm xúc, vô cảm",ex-[press]-ion-less-ly,root,press,/ɛkspɹˈɛʃənləsli/,"generated (espeak-ng G2P, algorithmic)",audit-rewritten,ex-,press,-ion,-less,-ly,,Prefix + Root + Suffix + Suffix + Suffix,5,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
expressive,adjective,characterized by expression,giàu biểu cảm,ex-[press]-ive,root,press,/ɪksˈpɹɛsɪv/,real,retranslated,ex-,press,-ive,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more expressive,most expressive,,,,,,,,
expressively,adverb,with expression,một cách giàu biểu cảm,ex-[press]-ive-ly,root,press,/ɛkspɹˈɛsɪvli/,real,retranslated,ex-,press,-ive,-ly,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
expressiveness,noun,the quality of being expressive,sự giàu biểu cảm,ex-[press]-ive-ness,root,press,/ɛkspɹˈɛsɪvnəs/,real,retranslated,ex-,press,-ive,-ness,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,N[U],,,,,,,,,,,
expressly,adverb,with specific intentions,"một cách rõ ràng, cố ý",ex-[press]-ly,root,press,/ɛksˈpɹɛsɫi/,real,retranslated,ex-,press,-ly,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
expressway,noun,a broad highway designed for high-speed traffic,đường cao tốc,ex-[press+way],compound,press+way,/ɪksˈpɹɛsˌweɪ/,real,retranslated,,,,,,,,,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],expressways,,,,,,,,,,
expulsion,noun,the act of expelling or projecting or ejecting,"sự đẩy ra, trục xuất",ex-[pulse]-ion,root,pulse,/ɪkˈspəɫʃən/,real,retranslated,ex-,pulse,-ion,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],expulsions,,,,,,,,,,
extend,verb,to make something longer or larger,"kéo dài, mở rộng",ex-[tend],root,tend,/ɪkˈstɛnd/,real,retranslated,ex-,tend,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,extends,extending,extended,extended,,,
extension,noun,"the act of increasing the area of activity, group of people, etc. that is affected by something",sự mở rộng phạm vi,ex-[tend]-ion,root,tend,/ɪkˈstɛnʃən/,real,retranslated,ex-,tend,-ion,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],extensions,,,,,,,,,,
extensive,adjective,covering a large area; great in amount,"rộng lớn, bao quát",ex-[tend]-ive,root,tend,/ɪkˈstɛnsɪv/,real,retranslated,ex-,tend,-ive,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more extensive,most extensive,,,,,,,,
extensively,adverb,in a way that covers a large area,một cách rộng rãi,ex-[tend]-ive-ly,root,tend,/ɪkˈstɛnsɪvɫi/,real,retranslated,ex-,tend,-ive,-ly,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
extensiveness,noun,large or extensive in breadth or importance or comprehensiveness,"sự rộng lớn, bao quát",ex-[tend]-ive-ness,root,tend,/ɛkstˈɛnsɪvnəs/,"generated (espeak-ng G2P, algorithmic)",retranslated,ex-,tend,-ive,-ness,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,N[U],,,,,,,,,,,
extensor,noun,a skeletal muscle whose contraction extends or stretches a body part,cơ duỗi,ex-[tend]-or,root,tend,/ɛkstˈɛnsɐ/,real,retranslated,ex-,tend,-or,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],extensors,,,,,,,,,,
extent,noun,"how large, important, serious, etc. something is","mức độ, phạm vi",ex-[tent],root,tent,/ɪkˈstɛnt/,real,retranslated,ex-,tent,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],extents,,,,,,,,,,
externally,adverb,"on, from, or relating to the outside of something","về mặt bên ngoài, từ bên ngoài",external-ly,root,external,/ɪkˈstərnəli/,"generated (eng_to_ipa/CMUdict, algorithmic)",audit-rewritten,external,-ly,,,,,Word + Suffix,2,Sinh mới (wordfreq ≥ 3.2),chưa,có,,,,,,,,,,,,
exterritorial,adjective,outside territorial limits or jurisdiction,ngoài lãnh thổ hoặc thẩm quyền,ex-[territory]-al,root,territory,/ɛkstˌɜːɹɪtˈoːɹɪəl/,"generated (espeak-ng G2P, algorithmic)",retranslated,ex-,territory,-al,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more exterritorial,most exterritorial,,,,,,,,
extraction,noun,"the process of removing or obtaining something, especially by force, effort, or a special process","sự chiết xuất, quá trình lấy ra thứ gì đó, thường bằng lực hoặc kỹ thuật đặc biệt",extract-ion,root,extract,/ɛkˈstrækʃən/,"generated (eng_to_ipa/CMUdict, algorithmic)",audit-rewritten,extract,-ion,,,,,Word + Suffix,2,Sinh mới (wordfreq ≥ 3.2),chưa,có,N[C],extractions,,,,,,,,,,
extralegal,adjective,not regulated or sanctioned by law,ngoài khuôn khổ pháp luật,extra-[legal],root,legal,/ˌɛkstɹəˈɫiɡəɫ/,real,retranslated,extra-,legal,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,more extralegal,most extralegal,,,,,,,,
extrasensory,adjective,seemingly outside normal sensory channels,ngoài giác quan thông thường,extra-[sense]-or-y,root,sense,/ˌɛkstɹəˈsɛnsɝi/,real,retranslated,extra-,sense,-or,-y,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,,,more extrasensory,most extrasensory,,,,,,,,
extraterritorial,adjective,outside territorial limits or jurisdiction,ngoài lãnh thổ hoặc thẩm quyền,extra-[territory]-al,root,territory,/ˌɛkstɹəˌtɛɹɪˈtɔɹiəɫ/,real,retranslated,extra-,territory,-al,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more extraterritorial,most extraterritorial,,,,,,,,
extremely,adverb,to a very high degree,cực kỳ,[extreme]-ly,root,extreme,/ɛkˈstɹimɫi/,real,retranslated,extreme,-ly,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
extremism,noun,any political theory favoring immoderate uncompromising policies,chủ nghĩa cực đoan,[extreme]-ism,root,extreme,/ˌɛkˈstɹɛmɪzəm/,real,retranslated,extreme,-ism,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],extremisms,,,,,,,,,,
extremist,noun,"a person whose opinions, especially about religion or politics, are extreme, and who may do things that are violent or illegal for what they believe",phần tử cực đoan,[extreme]-ist,root,extreme,/ɛkˈstɹimɪst/,real,retranslated,extreme,-ist,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],extremists,,,,,,,,,,
extremity,noun,an external body part that projects from the body,"phần tận cùng của cơ thể (tay, chân)",[extreme]-ity,root,extreme,/ɛkˈstɹɛməti/,real,retranslated,extreme,-ity,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],extremities,,,,,,,,,,
