tu,pos,nghia_en,nghia_vi,cau_tao,kind,nguon,trong_morphlink,noun_type,noun_so_nhieu,adj_so_sanh_hon,adj_so_sanh_nhat,adj_ghi_chu,verb_hien_tai_don,verb_gerund,verb_qua_khu,verb_pp,so_nhieu_bat_quy_tac,dong_tu_bat_quy_tac,multi_nghia,meaning_vi_source,ipa,ipa_status
browser,noun,a software application used for viewing and navigating websites on the internet,"trình duyệt web, phần mềm dùng để truy cập và xem các trang web",browse-er,root,Sinh mới (wordfreq ≥ 3.2),chưa,N[C],browsers,,,,,,,,,,"người xem lướt qua, dạo quanh (ví dụ trong cửa hàng, thư viện) mà không nhất thiết mua/mượn",,/ˈbraʊzər/,"generated (eng_to_ipa/CMUdict, algorithmic)"
brushfire,noun,"a fire that burns quickly through bushes, grass, or other wild vegetation; a wildfire","đám cháy lan nhanh trong bụi rậm, cỏ cây hoang dã; cháy rừng nhỏ",[brush+fire],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],brushfires,,,,,,,,,,,,/ˈbɹəʃˌfaɪɹ/,real
brushlike,adjective,resembling a brush,giống như một bàn chải,[brush+like],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,more brushlike,most brushlike,,,,,,,,,,/bɹˈʌʃlaɪk/,"generated (espeak-ng G2P, algorithmic)"
brushwood,noun,a dense growth of bushes,bụi rậm mọc dày đặc,[brush+wood],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],brushwoods,,,,,,,,,,,,/bɹˈʌʃwʊd/,real
brushwork,noun,an artist's distinctive technique of applying paint with a brush,kỹ thuật sơn bằng cọ đặc biệt của một nghệ sĩ,[brush+work],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],brushworks,,,,,,,,,,,,/ˈbɹəʃˌwɝk/,real
brushy,adjective,covered with or consisting of bushes or thickets,được phủ bằng hoặc bao gồm các bụi cây hoặc bụi cây,[brush]-y,root,Đã có sẵn trong MorphLink (Word),có,,,brushier,brushiest,,,,,,,,,,/ˈbɹəʃi/,real
brutal,adjective,"extremely cruel, violent, or harsh","tàn bạo, hung bạo, dã man",brute-al,root,Sinh mới (wordfreq ≥ 3.2),chưa,,,more brutal,most brutal,,,,,,,,,,/ˈbrutəl/,"generated (eng_to_ipa/CMUdict, algorithmic)"
bubbly,adjective,full of or showing high spirits,tràn đầy hoặc thể hiện tinh thần phấn chấn,[bubble]-y,root,Đã có sẵn trong MorphLink (Word),có,,,bubblier,bubbliest,,,,,,,,,,/ˈbəbəɫi/,real
buckboard,noun,an open horse-drawn carriage with four wheels,một cỗ xe ngựa kéo mở với bốn bánh xe,[buck+board],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],buckboards,,,,,,,,,,,,/bˈʌkbɔːd/,real
buckshot,noun,small lead shot for shotgun shells,bắn dẫn nhỏ cho đạn súng ngắn,[buck+shot],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],buckshots,,,,,,,,,,,,/ˈbəkˌʃɑt/,real
buckskin,noun,horse of a light yellowish dun color with dark mane and tail,con ngựa có màu nâu vàng nhạt với bờm và đuôi sẫm màu,[buck+skin],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],buckskins,,,,,,,,,,,,/ˈbəkˌskɪn/,real
bucktooth,noun,a large projecting front tooth,một chiếc răng cửa nhô ra lớn,[buck+tooth],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],buckteeth,,,,,,,,,,,,/bˈʌktuːθ/,"generated (espeak-ng G2P, algorithmic)"
buckwheat,noun,grain ground into flour,hạt nghiền thành bột,[buck+wheat],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],buckwheats,,,,,,,,,,,,/ˈbəˌkwit/,real
budgetary,adjective,of or relating to a budget,"thuộc về ngân sách, liên quan đến ngân sách",[budget]-ory,root,Đã có sẵn trong MorphLink (Word),có,,,more budgetary,most budgetary,,,,,,,,,,/ˈbədʒɪˌtɛɹi/,real
bugbear,noun,an object of dread or apprehension,một đối tượng của sự sợ hãi hoặc e ngại,[bug+bear],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],bugbears,,,,,,,,,,,,/bˈʌɡbeə/,real
bugeyed,adjective,"having bulging or wide-open eyes, especially from surprise or fear","mắt lồi, trợn mắt (do ngạc nhiên hoặc sợ hãi)",[bug+eye],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,,,"Tính từ tuyệt đối/phân loại, không dùng dạng so sánh hơn/nhất",,,,,,,,,/ˈbəˌɡaɪd/,real
builder,noun,someone who contracts for and supervises construction (as of a building),một người ký hợp đồng và giám sát việc xây dựng (như một tòa nhà),[build]-er,root,Đã có sẵn trong MorphLink (Word),có,N[C],builders,,,,,,,,,,,,/ˈbɪɫdɝ/,real
buildup,noun,the act of building up an accumulation,hành động xây dựng một sự tích lũy,[build+up],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],buildups,,,,,,,,,,,,/ˈbɪɫˌdəp/,real
bulkhead,noun,a partition that divides a ship or plane into compartments,một vách ngăn chia tàu hoặc máy bay thành các khoang,[bulk+head],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],bulkheads,,,,,,,,,,,,/ˈbəɫkˌhɛd/,real
bulkily,adverb,"in a bulky way; in a large, heavy, and awkward manner","một cách cồng kềnh, nặng nề, khó xoay xở",[bulk]-y-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/bˈʌlkili/,"generated (espeak-ng G2P, algorithmic)"
bulkiness,noun,an unwieldy largeness,một sự vĩ đại khó sử dụng,[bulk]-y-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/bˈʌlkinəs/,real
bulky,adjective,large and difficult to handle or store; taking up much space,"cồng kềnh, to lớn, khó mang vác hoặc cất giữ",[bulk]-y,root,Đã có sẵn trong MorphLink (Word),có,,,bulkier,bulkiest,,,,,,,,,,/ˈbəɫki/,real
bulletproof,adjective,not penetrable by bullets,không bị xuyên thủng bởi đạn,[bullet+proof],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,more bulletproof,most bulletproof,,,,,,,,,,/ˈbʊɫətˌpɹuf/,real
bumper,noun,a bar fixed to the front and back of a vehicle to absorb impact in a collision,thanh chắn ở đầu hoặc đuôi xe dùng để giảm va chạm,bump-er,root,Sinh mới (wordfreq ≥ 3.2),chưa,N[C],bumpers,,,,,,,,,,,,/ˈbəmpər/,"generated (eng_to_ipa/CMUdict, algorithmic)"
burdensome,adjective,not easily borne,không dễ chịu,[burden]-some,root,Đã có sẵn trong MorphLink (Word),có,,,more burdensome,most burdensome,,,,,,,,,,/ˈbɝdənsəm/,real
burdensomeness,noun,unwelcome burdensome difficulty,khó khăn nặng nề không mong muốn,[burden]-some-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/bˈɜːdənsˌʌmnəs/,"generated (espeak-ng G2P, algorithmic)"
burial,noun,the act or ceremony of burying a dead body,hành động hoặc nghi lễ chôn cất xác chết,[bury]-al,root,Đã có sẵn trong MorphLink (Word),có,N[C],burials,,,,,,,,,,,,/ˈbɛɹiəɫ/,real
burner,noun,an apparatus for burning fuel (or refuse),một thiết bị đốt nhiên liệu (hoặc rác thải),[burn]-er,root,Đã có sẵn trong MorphLink (Word),có,N[C],burners,,,,,,,,,,,,/ˈbɝnɝ/,real
burnside,noun,"facial hair that has grown down the side of the face in front of the ears, especially when the rest of the beard is shaved off","lông trên mặt đã mọc xuống một bên mặt trước tai, đặc biệt là khi phần còn lại của bộ râu bị cạo đi",[burn+side],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],burnsides,,,,,,,,,,,,/ˈbɝnˌsaɪd/,real
burnt,adjective,ruined by overcooking,bị hỏng do nấu quá nhiều,[burn]-t,root,Đã có sẵn trong MorphLink (Word),có,,,burnter,burntest,,,,,,,,,,/ˈbɝnt/,real
bushiness,noun,The condition or quality of being bushy.,tình trạng hoặc chất lượng của bụi rậm,[bush]-y-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/bˈʊʃinəs/,"generated (espeak-ng G2P, algorithmic)"
bushman,noun,a dweller in the Australian bush country,một cư dân ở vùng đất bụi rậm của Úc,[bush+man],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],bushmen,,,,,,,,,,,,/ˈbʊʃmən/,real
bushy,adjective,resembling a bush in being thickly branched and spreading,giống như một bụi cây trong việc phân nhánh dày đặc và lan rộng,[bush]-y,root,Đã có sẵn trong MorphLink (Word),có,,,bushier,bushiest,,,,,,,,,,/ˈbʊʃi/,real
busily,adverb,in a busy manner,một cách bận rộn,[busy]-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/ˈbɪzəɫi/,real
business,noun,a commercial organization or company that provides goods or services,một doanh nghiệp hoặc công ty cụ thể chuyên cung cấp hàng hóa hoặc dịch vụ,busy-ness,root,Sinh có kiểm soát — trùng MorphLink,có,N[C],businesses,,,,,,,,,,"chuyện riêng, việc của ai đó (affair), ví dụ 'mind your own business'",,/ˈbɪznɪs/,"generated (eng_to_ipa/CMUdict, algorithmic)"
business,noun,"the activity of making, buying, or selling goods, or of providing services, in exchange for money","hoạt động kinh doanh, thương mại nói chung (sản xuất, mua bán hàng hóa hoặc cung cấp dịch vụ để kiếm tiền)",busy-ness,root,Sinh có kiểm soát — trùng MorphLink,có,N[U],,,,,,,,,,,"chuyện riêng, việc của ai đó (affair), ví dụ 'mind your own business'",,/ˈbɪznɪs/,"generated (eng_to_ipa/CMUdict, algorithmic)"
businesslike,adjective,exhibiting methodical and systematic characteristics that would be useful in business,thể hiện các đặc điểm có phương pháp và có hệ thống sẽ hữu ích trong kinh doanh,[business+like],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,more businesslike,most businesslike,,,,,,,,,,/ˈbɪznɪˌsɫaɪk/,real
businessman,noun,"a man who works in business, especially at a high level","một người đàn ông làm việc trong kinh doanh, đặc biệt là ở cấp độ cao",[business+man],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],businessmen,,,,,,,,,,,,/ˈbɪznəsˌmæn/,real
businesswoman,noun,a female businessperson,nữ doanh nhân,[business+woman],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],businesswomen,,,,,,,,,,,,/ˈbɪznɪˌswʊmən/,real
busman,noun,someone who drives a bus,người lái xe buýt,[bus+man],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],busmen,,,,,,,,,,,,/bˈʌsmən/,real
buster,noun,(informal) something or someone that breaks or overcomes a specified thing (as in 'crime buster'); also an informal way to address a boy or man,(thân mật) người/vật phá vỡ hoặc chặn đứng điều gì đó (vd 'kẻ phá án'); cũng dùng để gọi thân mật một cậu bé hay người đàn ông,bust-er,root,Sinh có kiểm soát — trùng MorphLink,có,N[C],busters,,,,,,,,,,,,/ˈbəstər/,"generated (eng_to_ipa/CMUdict, algorithmic)"
busybody,noun,a person who meddles in the affairs of others,một người can thiệp vào công việc của người khác,[busy+body],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],busybodies,,,,,,,,,,,,/bˈɪzɪbˌɒdi/,real
busyness,noun,the state of being or appearing to be actively engaged in an activity,trạng thái đang hoặc có vẻ tích cực tham gia vào một hoạt động,[busy]-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/bˈɪzɪnəs/,real
buttercup,noun,any of various plants of the genus Ranunculus,bất kỳ cây nào khác thuộc chi Ranunculus,[butter+cup],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],buttercups,,,,,,,,,,,,/ˈbətɝˌkəp/,real
butterfat,noun,the fatty substance of milk from which butter is made,chất béo của sữa mà từ đó bơ được tạo ra,[butter+fat],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],butterfats,,,,,,,,,,,,/ˈbətɝˌfæt/,real
butterfingers,noun,"someone who drops things, especially one who cannot catch a ball","một người làm rơi đồ đạc, đặc biệt là một người không thể bắt bóng",[butter+finger],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],,,,,,,,,Từ có vẻ đã ở dạng SỐ NHIỀU sẵn (kết thúc bằng '-s'),,,,/bˈʌtəfˌɪŋɡəz/,real
butterfly,noun,a swimming stroke in which the arms are thrown forward together out of the water while the feet kick up and down,một cú bơi trong đó các cánh tay được ném về phía trước cùng nhau lên khỏi mặt nước trong khi bàn chân đá lên và xuống,[butter+fly],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],butterflies,,,,,,,,,,,,/ˈbətɝˌfɫaɪ/,real
buttermilk,noun,residue from making butter from sour raw milk,dư lượng từ việc làm bơ từ sữa chua nguyên chất,[butter+milk],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],buttermilks,,,,,,,,,,,,/ˈbətɝˌmɪɫk/,real
butternut,noun,oily egg-shaped nut of an American tree of the walnut family,hạt hình quả trứng có dầu của một cây Mỹ thuộc họ óc chó,[butter+nut],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],butternuts,,,,,,,,,,,,/bˈʌtənˌʌt/,real
buttery,adjective,resembling or containing or spread with butter,tương tự hoặc chứa hoặc phết với bơ (liên quan đến bơ=bơ),[butter]-y,root,Đã có sẵn trong MorphLink (Word),có,,,more buttery,most buttery,,,,,,,,,,/ˈbətɝi/,real
buttonhole,noun,a hole through which buttons are pushed,một lỗ thông qua đó các nút được nhấn,[button+hole],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],buttonholes,,,,,,,,,,,,/ˈbətənˌhoʊɫ/,real
buttonhook,noun,a hook for pulling a button through a buttonhole,móc để kéo nút qua lỗ nút,[button+hook],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],buttonhooks,,,,,,,,,,,,/bˈʌʔn̩hˌʊk/,"generated (espeak-ng G2P, algorithmic)"
buyer,noun,a person who buys,một người mua (liên quan đến mua=mua),[buy]-er,root,Đã có sẵn trong MorphLink (Word),có,N[C],buyers,,,,,,,,,,,,/ˈbaɪɝ/,real
bylaw,noun,a rule adopted by an organization in order to regulate its own affairs and the behavior of its members,một quy tắc được một tổ chức thông qua để điều chỉnh các vấn đề của chính mình và hành vi của các thành viên,by-[law],root,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],bylaws,,,,,,,,,,,,/ˈbaɪˌɫɔ/,real
byline,noun,a line at the beginning or end of a newspaper or magazine article that gives the writer's name,"dòng ghi tên tác giả ở đầu hoặc cuối một bài báo, bài viết",by-[line],root,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],bylines,,,,,,,,,,,,/ˈbaɪˌɫaɪn/,real
bypass,noun,a highway that encircles an urban area so that traffic does not have to pass through the center,một đường cao tốc bao quanh một khu đô thị để giao thông không phải đi qua trung tâm,by-[pass],root,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],bypasses,,,,,,,,,,,,/ˈbaɪˌpæs/,real
bypath,noun,a side road little traveled (as in the countryside),một con đường phụ ít di chuyển (như ở nông thôn),by-[patho],root,Đã có sẵn trong MorphLink (Word),có,N[C],bypaths,,,,,,,,,,,,/bˈaɪpæθ/,"generated (espeak-ng G2P, algorithmic)"
byroad,noun,a side road little traveled (as in the countryside),một con đường phụ ít di chuyển (như ở nông thôn),by-[road],root,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],byroads,,,,,,,,,,,,/bˈaɪɹoʊd/,"generated (espeak-ng G2P, algorithmic)"
bystander,noun,a nonparticipant spectator,một khán giả không tham gia,by-[stand]-er,root,Đã có sẵn trong MorphLink (Word),có,N[C],bystanders,,,,,,,,,,,,/ˈbaɪˌstændɝ/,real
byway,noun,"a side road little traveled, as in the countryside","một con đường phụ ít người đi, như ở nông thôn",by-[way],root,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],byways,,,,,,,,,,,,/ˈbaɪˌweɪ/,real
byword,noun,a condensed but memorable saying embodying some important fact of experience that is taken as true by many people,một câu nói cô đọng nhưng đáng nhớ thể hiện một số thực tế quan trọng của kinh nghiệm được nhiều người coi là đúng,by-[word],root,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],bywords,,,,,,,,,,,,/ˈbaɪˌwɝd/,real
